FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,,33.41,MT,111.36
Barquito,port,-27.07,-70.84,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,,22.27,MT,111.36
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,,4.86,MT,9.72
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,,2.92,MT,9.72
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,,1.94,MT,9.72
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,,467.55,MT,935.1
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,,280.53,MT,935.1
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,,187.02,MT,935.1
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,,108.06,MT,216.12
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,,64.84,MT,216.12
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,,43.22,MT,216.12
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,9.67,$M_FOB,19.35
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,5.8,$M_FOB,19.35
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,3.87,$M_FOB,19.35
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,39.46,$M_FOB,78.92
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,23.68,$M_FOB,78.92
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,15.78,$M_FOB,78.92
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,1.24,$M_FOB,2.49
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,0.75,$M_FOB,2.49
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,0.5,$M_FOB,2.49
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,54.65,$M_FOB,109.3
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,32.79,$M_FOB,109.3
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,21.86,$M_FOB,109.3
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.08,$M_FOB,0.15
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.05,$M_FOB,0.15
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.03,$M_FOB,0.15
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,1012.18,$M_FOB,2024.36
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,607.31,$M_FOB,2024.36
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,404.87,$M_FOB,2024.36
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,143.28,$M_FOB,286.56
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,85.97,$M_FOB,286.56
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,57.31,$M_FOB,286.56
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,50.45,$M_FOB,100.9
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,30.27,$M_FOB,100.9
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,20.18,$M_FOB,100.9
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,1.64,$M_FOB,3.27
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,0.98,$M_FOB,3.27
Iquique,port,-20.21,-70.15,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,0.65,$M_FOB,3.27
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,0.63,$M_FOB,1.27
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,0.38,$M_FOB,1.27
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,0.25,$M_FOB,1.27
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,75.99,$M_FOB,189.97
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,56.99,$M_FOB,189.97
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,37.99,$M_FOB,189.97
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,19.0,$M_FOB,189.97
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.75,$M_FOB,1.88
Patache,port,-20.8,-70.22,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.56,$M_FOB,1.88
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.38,$M_FOB,1.88
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.19,$M_FOB,1.88
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,iodine,Iodine,,2.67,$M_FOB,6.67
Patache,port,-20.8,-70.22,France,country,48.86,2.35,port_to_country,iodine,Iodine,,2.0,$M_FOB,6.67
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,iodine,Iodine,,1.33,$M_FOB,6.67
Mejillones,port,-23.1,-70.45,France,country,48.86,2.35,port_to_country,iodine,Iodine,,0.67,$M_FOB,6.67
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,11.59,$M_FOB,28.98
Patache,port,-20.8,-70.22,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,8.69,$M_FOB,28.98
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,5.8,$M_FOB,28.98
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,2.9,$M_FOB,28.98
Iquique,port,-20.21,-70.15,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,17.38,$M_FOB,43.44
Patache,port,-20.8,-70.22,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,13.03,$M_FOB,43.44
Antofagasta (ATI),port,-23.65,-70.4,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,8.69,$M_FOB,43.44
Mejillones,port,-23.1,-70.45,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,4.34,$M_FOB,43.44
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,55.78,$M_FOB,139.46
Patache,port,-20.8,-70.22,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,41.84,$M_FOB,139.46
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,27.89,$M_FOB,139.46
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,13.95,$M_FOB,139.46
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,2.77,$M_FOB,6.92
Patache,port,-20.8,-70.22,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,2.08,$M_FOB,6.92
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,1.38,$M_FOB,6.92
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,0.69,$M_FOB,6.92
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,1.08,$M_FOB,2.69
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.81,$M_FOB,2.69
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.54,$M_FOB,2.69
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.27,$M_FOB,2.69
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,28.93,$M_FOB,72.32
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,21.7,$M_FOB,72.32
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,14.46,$M_FOB,72.32
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,7.23,$M_FOB,72.32
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.47,$M_FOB,1.17
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.35,$M_FOB,1.17
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.23,$M_FOB,1.17
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.12,$M_FOB,1.17
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,79.79,$M_FOB,199.48
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,59.84,$M_FOB,199.48
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,39.9,$M_FOB,199.48
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,19.95,$M_FOB,199.48
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,8.88,$M_FOB,22.19
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,6.66,$M_FOB,22.19
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,4.44,$M_FOB,22.19
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,2.22,$M_FOB,22.19
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.11,$M_FOB,0.28
Patache,port,-20.8,-70.22,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.08,$M_FOB,0.28
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.06,$M_FOB,0.28
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.03,$M_FOB,0.28
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.04,$M_FOB,0.1
Patache,port,-20.8,-70.22,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.03,$M_FOB,0.1
Antofagasta (ATI),port,-23.65,-70.4,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.02,$M_FOB,0.1
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.01,$M_FOB,0.1
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,iodine,Iodine,,187.7,$M_FOB,469.26
Patache,port,-20.8,-70.22,China,country,31.23,121.47,port_to_country,iodine,Iodine,,140.78,$M_FOB,469.26
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,iodine,Iodine,,93.85,$M_FOB,469.26
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,iodine,Iodine,,46.93,$M_FOB,469.26
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,3.59,$M_FOB,8.98
Patache,port,-20.8,-70.22,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,2.7,$M_FOB,8.98
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,1.8,$M_FOB,8.98
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,0.9,$M_FOB,8.98
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,iodine,Iodine,,86.1,$M_FOB,215.25
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,iodine,Iodine,,64.58,$M_FOB,215.25
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,iodine,Iodine,,43.05,$M_FOB,215.25
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,iodine,Iodine,,21.53,$M_FOB,215.25
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,3.23,$M_FOB,8.08
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,2.42,$M_FOB,8.08
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,1.62,$M_FOB,8.08
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,0.81,$M_FOB,8.08
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,5.14,$M_FOB,12.84
Patache,port,-20.8,-70.22,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,3.85,$M_FOB,12.84
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,2.57,$M_FOB,12.84
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,1.28,$M_FOB,12.84
Iquique,port,-20.21,-70.15,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,2.96,$M_FOB,7.41
Patache,port,-20.8,-70.22,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,2.22,$M_FOB,7.41
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,1.48,$M_FOB,7.41
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,0.74,$M_FOB,7.41
Iquique,port,-20.21,-70.15,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.63,$M_FOB,1.59
Patache,port,-20.8,-70.22,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.48,$M_FOB,1.59
Antofagasta (ATI),port,-23.65,-70.4,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.32,$M_FOB,1.59
Mejillones,port,-23.1,-70.45,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.16,$M_FOB,1.59
San Antonio,port,-33.59,-71.62,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,,354975072.14,$USD,709950144.28
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,,212985043.28,$USD,709950144.28
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,,141990028.86,$USD,709950144.28
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,,133920781.82,$USD,267841563.64
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,,80352469.09,$USD,267841563.64
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,,53568312.73,$USD,267841563.64
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,,105673835.54,$USD,211347671.08
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,,63404301.32,$USD,211347671.08
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,,42269534.22,$USD,211347671.08
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,gold_refined,Gold,,34884899.16,$USD,69769798.31
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,gold_refined,Gold,,20930939.49,$USD,69769798.31
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,gold_refined,Gold,,13953959.66,$USD,69769798.31
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,,6191887.67,$USD,12383775.34
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,,3715132.6,$USD,12383775.34
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,,2476755.07,$USD,12383775.34
San Antonio,port,-33.59,-71.62,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,,3094503.71,$USD,6189007.41
Antofagasta (ATI),port,-23.65,-70.4,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,,1856702.22,$USD,6189007.41
Mejillones,port,-23.1,-70.45,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,,1237801.48,$USD,6189007.41
San Antonio,port,-33.59,-71.62,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,,649506.86,$USD,1299013.72
Antofagasta (ATI),port,-23.65,-70.4,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,,389704.12,$USD,1299013.72
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,,259802.74,$USD,1299013.72
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,,378583.46,$USD,757166.91
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,,227150.07,$USD,757166.91
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,,151433.38,$USD,757166.91
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,,21356.5,$USD,42713.0
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,,12813.9,$USD,42713.0
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,,8542.6,$USD,42713.0
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,,99057686.77,$USD,247644216.94
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,,86675475.93,$USD,247644216.94
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,,61911054.23,$USD,247644216.94
San Antonio,port,-33.59,-71.62,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,,65154715.78,$USD,162886789.46
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,,57010376.31,$USD,162886789.46
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,,40721697.37,$USD,162886789.46
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,,26373587.52,$USD,65933968.8
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,,23076889.08,$USD,65933968.8
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,,16483492.2,$USD,65933968.8
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,,230275.6,$USD,575689.0
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,,201491.15,$USD,575689.0
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,,143922.25,$USD,575689.0
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,,127365.75,$USD,318414.37
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,,111445.03,$USD,318414.37
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,,79603.59,$USD,318414.37
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,,19340.8,$USD,48352.01
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,,16923.2,$USD,48352.01
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,,12088.0,$USD,48352.01
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,,6235.19,$USD,15587.96
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,,5455.79,$USD,15587.96
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,,3896.99,$USD,15587.96
San Antonio,port,-33.59,-71.62,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,,851.31,$USD,2128.28
Antofagasta (ATI),port,-23.65,-70.4,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,,744.9,$USD,2128.28
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,,532.07,$USD,2128.28
Caldera,port,-27.07,-70.82,China,country,31.23,121.47,port_to_country,iron_ore,Iron,,541143971.54,$USD,1127383274.04
Caldera,port,-27.07,-70.82,Bahrain,country,26.07,50.56,port_to_country,iron_ore,Iron,,106847182.81,$USD,222598297.52
Caldera,port,-27.07,-70.82,South Korea,country,37.57,126.98,port_to_country,iron_ore,Iron,,68951108.87,$USD,143648143.47
Caldera,port,-27.07,-70.82,Japan,country,35.68,139.69,port_to_country,iron_ore,Iron,,22587377.38,$USD,47057036.2
Caldera,port,-27.07,-70.82,USA,country,29.76,-95.37,port_to_country,iron_ore,Iron,,6597596.28,$USD,13744992.26
Caldera,port,-27.07,-70.82,Netherlands,country,51.92,4.48,port_to_country,iron_ore,Iron,,657.47,$USD,1369.72
Caldera,port,-27.07,-70.82,Sweden,country,57.71,11.97,port_to_country,iron_ore,Iron,,300.0,$USD,625.0
San Vicente,port,-36.73,-73.13,China,country,31.23,121.47,port_to_country,zinc_concentrate,Zinc,,39022183.83,$USD,65036973.05
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,zinc_concentrate,Zinc,,26014789.22,$USD,65036973.05
San Vicente,port,-36.73,-73.13,Japan,country,35.68,139.69,port_to_country,zinc_concentrate,Zinc,,754146.39,$USD,1256910.65
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,zinc_concentrate,Zinc,,502764.26,$USD,1256910.65
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,nitrate,Nitrate,,66635821.27,$USD,148079602.82
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,nitrate,Nitrate,,51827860.99,$USD,148079602.82
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,nitrate,Nitrate,,29615920.56,$USD,148079602.82
Patache,port,-20.8,-70.22,Netherlands,country,51.92,4.48,port_to_country,nitrate,Nitrate,,59099116.98,$USD,131331371.06
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,nitrate,Nitrate,,45965979.87,$USD,131331371.06
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,nitrate,Nitrate,,26266274.21,$USD,131331371.06
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,nitrate,Nitrate,,47647634.99,$USD,105883633.32
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,nitrate,Nitrate,,37059271.66,$USD,105883633.32
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,nitrate,Nitrate,,21176726.66,$USD,105883633.32
Patache,port,-20.8,-70.22,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,,36662500.7,$USD,81472223.78
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,,28515278.32,$USD,81472223.78
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,,16294444.76,$USD,81472223.78
Patache,port,-20.8,-70.22,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,36294316.07,$USD,80654035.71
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,28228912.5,$USD,80654035.71
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,16130807.14,$USD,80654035.71
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,,18950243.04,$USD,42111651.2
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,,14739077.92,$USD,42111651.2
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,,8422330.24,$USD,42111651.2
Patache,port,-20.8,-70.22,South Africa,country,-33.92,18.42,port_to_country,nitrate,Nitrate,,10763991.53,$USD,23919981.17
Iquique,port,-20.21,-70.15,South Africa,country,-33.92,18.42,port_to_country,nitrate,Nitrate,,8371993.41,$USD,23919981.17
Mejillones,port,-23.1,-70.45,South Africa,country,-33.92,18.42,port_to_country,nitrate,Nitrate,,4783996.23,$USD,23919981.17
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,,8180448.27,$USD,18178773.94
