MINE_NAME,MINE_IDX,MINE_TYPE,MINE_STATUS,MINE_LAT,MINE_LON,MINE_REGION,MINE_OPERATOR,PLANT_NAME,PLANT_IDX,PLANT_TYPE,PLANT_STATUS,PLANT_LAT,PLANT_LON,PLANT_OPERATOR,PLANT_OWNER,PLANT_CAPACITY,PLANT_CAPACITY_UNITS,SHARED_COMMODITIES,DISTANCE_KM
Distrito Arqueros,59,Mine (idle),Idle,-29.786999999999978,-70.91399999999999,Coquimbo,,Plant in Coquimbo city,401,Processing Plant,Care & Maintenance,-29.9512,-71.2918,Manganesos Atacama S.A. ,"Subsidiary of CAP S.A. (private, 100%)","10,000",mt,Manganese,40.7
Distrito Arqueros,59,Mine (idle),Idle,-29.786999999999978,-70.91399999999999,Coquimbo,,SX-EW plant,447,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,55.4
Distrito Arqueros,59,Mine (idle),Idle,-29.786999999999978,-70.91399999999999,Coquimbo,,Dos Amigos SX-EW plant,305,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,89.0
Distrito Arqueros,59,Mine (idle),Idle,-29.786999999999978,-70.91399999999999,Coquimbo,,Vallenar plant,453,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,136.9
Distrito Arqueros,59,Mine (idle),Idle,-29.786999999999978,-70.91399999999999,Coquimbo,,Vallenar plant,455,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,136.9
Distrito Astilla,60,Mine (idle),Idle,-28.289999999999964,-70.86999999999995,Atacama,,Vallenar plant,453,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,33.2
Distrito Astilla,60,Mine (idle),Idle,-28.289999999999964,-70.86999999999995,Atacama,,Dos Amigos SX-EW plant,305,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,77.5
Distrito Astilla,60,Mine (idle),Idle,-28.289999999999964,-70.86999999999995,Atacama,,Biocobre refinery,274,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,100.4
Distrito Astilla,60,Mine (idle),Idle,-28.289999999999964,-70.86999999999995,Atacama,,Hernán Videla Lira smelter (anodes and blister),331,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,114.0
Distrito Astilla,60,Mine (idle),Idle,-28.289999999999964,-70.86999999999995,Atacama,,Manuel Antonio Matta,352,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,114.9
Distrito Caracoles,61,Mine (idle),Idle,-23.053610999999933,-69.00888899999995,Antofagasta,,Escondida concentrator,319,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","180,000",kg,Silver,134.5
Distrito Carrizal Alto,62,Mine (idle),Idle,-28.085999999999956,-70.90199999999999,Atacama,,Vallenar plant,453,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,55.6
Distrito Carrizal Alto,62,Mine (idle),Idle,-28.085999999999956,-70.90199999999999,Atacama,,Biocobre refinery,274,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,85.9
Distrito Carrizal Alto,62,Mine (idle),Idle,-28.085999999999956,-70.90199999999999,Atacama,,Hernán Videla Lira smelter (anodes and blister),331,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,97.5
Distrito Carrizal Alto,62,Mine (idle),Idle,-28.085999999999956,-70.90199999999999,Atacama,,Manuel Antonio Matta,352,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,98.5
Distrito Carrizal Alto,62,Mine (idle),Idle,-28.085999999999956,-70.90199999999999,Atacama,,Dos Amigos SX-EW plant,305,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,100.2
Distrito Cerro El Álamo,63,Mine (idle),Idle,-33.22399999999993,-71.23499999999996,Valparaíso,,Ventanas refinery and smelter,456,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%","12,000",kg,Gold,56.3
Distrito Cerro El Álamo,63,Mine (idle),Idle,-33.22399999999993,-71.23499999999996,Valparaíso,,Minera Florida concentration plant,362,Concentrator,Active,-34.0348,-71.0265,Minera Florida S.A. ,"Yamana Gold Inc., 100%","3,100",kg,Gold,92.2
Distrito Condoriaco,64,Mine (idle),Idle,-29.68799999999993,-70.86599999999999,Coquimbo,,Plant near Coquimbo (Region IV),415,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,28.2
Distrito Condoriaco,64,Mine (idle),Idle,-29.68799999999993,-70.86599999999999,Coquimbo,,SX-EW plant,447,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,67.3
Distrito Condoriaco,64,Mine (idle),Idle,-29.68799999999993,-70.86599999999999,Coquimbo,,Dos Amigos SX-EW plant,305,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,78.0
Distrito Condoriaco,64,Mine (idle),Idle,-29.68799999999993,-70.86599999999999,Coquimbo,,Vallenar plant,453,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,125.5
Distrito Condoriaco,64,Mine (idle),Idle,-29.68799999999993,-70.86599999999999,Coquimbo,,Vallenar plant,454,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,125.5
Distrito Condoriaco,64,Mine (idle),Idle,-29.68799999999993,-70.86599999999999,Coquimbo,,Vallenar plant,455,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,125.5
Distrito Corral Quemado,65,Mine (idle),Idle,-30.247999999999934,-70.94399999999996,Coquimbo,,Plant in Coquimbo city,401,Processing Plant,Care & Maintenance,-29.9512,-71.2918,Manganesos Atacama S.A. ,"Subsidiary of CAP S.A. (private, 100%)","10,000",mt,Manganese,47.0
Distrito El Algarrobo,66,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,El Algarrobito concentration plant,307,Concentrator,Active,-28.8028,-70.9839,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,18.7
Distrito El Algarrobo,66,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Huasco pellet plant,333,Pellet Plant,Active,-28.4808,-71.2485,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,37.3
Distrito El Algarrobo,66,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Los Colorados concentration plant,344,Concentrator,Active,-28.291,-70.8129,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,40.7
Distrito El Algarrobo,66,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Huasco concentration plant,332,Concentrator,Active,-28.2907,-70.8125,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,40.8
Distrito El Algarrobo,66,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,El Romeral concentration plant,311,Concentrator,Active,-29.7282,-71.2317,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,124.2
Distrito El Algarrobo,66,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,El Romeral pellet-feed plant,312,Pellet Plant,Active,-29.7308,-71.2325,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,124.5
Distrito El Algarrobo,66,Mine (active),Active,-28.64584099999996,-70.91579699999994,Atacama,,Magnetite plant to process tailings from the Candelaria Mine and other iron-bearing raw materials from third parties,348,Processing Plant,Active,-27.5218,-70.3192,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","2,000",tmt,Iron,138.0
Distrito El Inca,67,Mine (idle),Idle,-22.259999999999934,-69.08599999999996,Antofagasta,,Esperanza milling/flotation plant,322,Concentrator,Active,-22.9998,-69.1036,Minera Esperanza S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%","8,000",kg,Gold,82.3
Distrito Fraguita,68,Mine (idle),Idle,-29.075999999999965,-70.79399999999998,Atacama,,Dos Amigos SX-EW plant,305,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,13.3
Distrito Fraguita,68,Mine (idle),Idle,-29.075999999999965,-70.79399999999998,Atacama,,Vallenar plant,453,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,57.1
Distrito Fraguita,68,Mine (idle),Idle,-29.075999999999965,-70.79399999999998,Atacama,,Vallenar plant,454,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,57.1
Distrito Fraguita,68,Mine (idle),Idle,-29.075999999999965,-70.79399999999998,Atacama,,Plant near Coquimbo (Region IV),415,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,89.6
Distrito Fraguita,68,Mine (idle),Idle,-29.075999999999965,-70.79399999999998,Atacama,,SX-EW plant,447,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,134.9
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Mantos de la Luna SX-EW plant,350,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,10.6
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Michilla SX-EW/sulfide-leaching plant,359,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,23.0
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Antucoya SX-EW plant,271,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,38.3
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Plant near Tocopilla,430,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,68.6
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Spence SX-EW plant,444,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,102.6
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Mantos Blancos SX-EW plant,349,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,108.4
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,El Tesoro SX-EW plant,316,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,125.3
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Centinela oxide and sulfide plant,279,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,125.4
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Esperanza milling/flotation plant,322,Concentrator,Active,-22.9998,-69.1036,Minera Esperanza S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%","8,000",kg,Gold,128.2
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Lomas Bayas SX-EW plant,341,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,129.2
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Chuquicamata SX-EW plant (oxide) and smelter,292,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,137.5
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Radomiro Tomic SX-EW plant,441,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,142.2
Distrito Gatico,69,Mine (idle),Idle,-22.473999999999933,-70.21599999999995,Antofagasta,,Chuquicamata Mine (plant to acid-leach fine copper),290,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,142.7
Distrito Huara,70,Mine (idle),Idle,-20.047999999999945,-69.91099999999994,Tarapacá,,La Cascada SX-EW plant,339,SX-EW Plant,Active,-20.1873,-69.3329,Haldeman Mining Company S.A. ,"Haldeman Mining Company S.A., 100%",,,Copper,62.3
Distrito Huara,70,Mine (idle),Idle,-20.047999999999945,-69.91099999999994,Tarapacá,,Cerro Colorado SX-EW plant,282,SX-EW Plant,Active,-20.0624,-69.2663,Compañía Minera Cerro Colorado ,"BHP Billiton plc, 100%",120,tmt,Copper,67.4
Distrito Julia,71,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,José Antonio Moreno,335,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,58.7
Distrito Julia,71,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Franke SX-EW Plant,324,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,111.5
Distrito Julia,71,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Altonorte smelter,269,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,119.8
Distrito Julia,71,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Escondida oxide plant for cathode production (SX-EW),320,SX-EW Plant,Active,-24.2536,-69.1008,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,138.5
Distrito Julia,71,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Escondida concentrator,317,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","1,300",tmt,Copper,141.7
Distrito Julia,71,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Zaldívar SX-EW plant,460,SX-EW Plant,Active,-24.201,-69.0689,Compañía Minera Zaldívar ,"Barrick Gold Corp., 100%",150,tmt,Copper,144.4
Distrito Julia,71,Mine (active),Active,-24.900999999999954,-70.27099999999996,Antofagasta,,Escondida sulfide-leach plant for cathode production,321,Processing Plant,Active,-24.2601,-68.9925,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,147.6
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,Chagres smelter (anodes and blister),284,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,23.4
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,El Soldado SX-EW plant,314,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,33.7
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,Las Ventanas refinery and smelter,340,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,40.3
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,Los Bronces (Tortolas) SX-EW plant (cathodes),342,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,43.4
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,Plant at Cabildo,374,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,47.9
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,Tres Valles SX-EW plant,451,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,136.6
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",278,Smelter,Active,-34.1046,-70.4505,Corporación Nacional del Cobre (CODELCO),"Government, 100%",430,tmt,Copper,141.5
Distrito La Campana,72,Mine (idle),Idle,-32.96199999999993,-71.12199999999996,Valparaíso,,Facilities near Rancagua,323,Processing Plant,Active,-34.2383,-70.685,Minera Valle Central S.A. ,"Amerigo Resources Ltd., 100%",30,tmt,Copper,147.6
Distrito Lambert,73,Mine (idle),Idle,-29.84699999999998,-71.10099999999994,Coquimbo,,Plant near Coquimbo (Region IV),415,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,1.3
Distrito Lambert,73,Mine (idle),Idle,-29.84699999999998,-71.10099999999994,Coquimbo,,Plant in Coquimbo city,401,Processing Plant,Care & Maintenance,-29.9512,-71.2918,Manganesos Atacama S.A. ,"Subsidiary of CAP S.A. (private, 100%)","10,000",mt,Manganese,21.7
Distrito Lambert,73,Mine (idle),Idle,-29.84699999999998,-71.10099999999994,Coquimbo,,SX-EW plant,447,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,46.0
Distrito Lambert,73,Mine (idle),Idle,-29.84699999999998,-71.10099999999994,Coquimbo,,Dos Amigos SX-EW plant,305,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,97.9
Distrito Lambert,73,Mine (idle),Idle,-29.84699999999998,-71.10099999999994,Coquimbo,,Vallenar plant,453,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,146.8
Distrito Las Pintadas,75,Mine (idle),Idle,-27.559999999999945,-70.31999999999994,Atacama,,Biocobre refinery,274,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,7.2
Distrito Las Pintadas,75,Mine (idle),Idle,-27.559999999999945,-70.31999999999994,Atacama,,Hernán Videla Lira smelter (anodes and blister),331,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,16.8
Distrito Las Pintadas,75,Mine (idle),Idle,-27.559999999999945,-70.31999999999994,Atacama,,Manuel Antonio Matta,352,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,17.7
Distrito Las Pintadas,75,Mine (idle),Idle,-27.559999999999945,-70.31999999999994,Atacama,,Mantoverde SX-EW plant,351,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,111.0
Distrito Las Pintadas,75,Mine (idle),Idle,-27.559999999999945,-70.31999999999994,Atacama,,Vallenar plant,453,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,119.1
Distrito Las Pintadas,75,Mine (idle),Idle,-27.559999999999945,-70.31999999999994,Atacama,,Osvaldo Martínez,370,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,126.8
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,Osvaldo Martínez,370,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,15.3
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,Mantoverde SX-EW plant,351,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,20.5
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,Potrerillos SX-EW refinery and smelter,435,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,88.6
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,Franke SX-EW Plant,324,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,89.8
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,Manuel Antonio Matta,352,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,111.4
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,Hernán Videla Lira smelter (anodes and blister),331,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,112.1
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,José Antonio Moreno,335,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,114.9
Distrito Las Ánimas,74,Mine (idle),Idle,-26.42999999999995,-70.46999999999997,Atacama,,Biocobre refinery,274,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,129.0
Distrito Marga Marga,76,Mine (idle),Idle,-33.087999999999965,-71.42199999999997,Valparaíso,,Ventanas refinery and smelter,456,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%","12,000",kg,Gold,36.7
Distrito Marga Marga,76,Mine (idle),Idle,-33.087999999999965,-71.42199999999997,Valparaíso,,Minera Florida concentration plant,362,Concentrator,Active,-34.0348,-71.0265,Minera Florida S.A. ,"Yamana Gold Inc., 100%","3,100",kg,Gold,111.5
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Michilla SX-EW/sulfide-leaching plant,359,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,1.1
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Antucoya SX-EW plant,271,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,30.8
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Mantos de la Luna SX-EW plant,350,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,33.1
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Mantos Blancos SX-EW plant,349,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,84.8
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Plant near Tocopilla,430,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,87.8
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Spence SX-EW plant,444,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,92.8
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Lomas Bayas SX-EW plant,341,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,108.3
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,El Tesoro SX-EW plant,316,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,114.0
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Centinela oxide and sulfide plant,279,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,114.1
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Altonorte smelter,269,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,127.8
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Chuquicamata SX-EW plant (oxide) and smelter,292,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,138.6
Distrito Michilla,77,Mine (active),Active,-22.682999999999936,-70.17799999999994,Antofagasta,,Chuquicamata Mine (plant to acid-leach fine copper),290,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,143.8
