Year,Country Code,Value,Variable
2014,BTN,31.826,General government revenue
2015,BTN,27.469,General government revenue
2016,BTN,28.567,General government revenue
2017,BTN,26.274,General government revenue
2018,BTN,30.173,General government revenue
2019,BTN,22.762,General government revenue
2020,BTN,29.141,General government revenue
2021,BTN,30.869,General government revenue
2022,BTN,25.136,General government revenue
2023,BTN,24.358,General government revenue
2024,BTN,23.756,General government revenue
2025,BTN,25.039,General government revenue
2026,BTN,27.217,General government revenue
2027,BTN,26.389,General government revenue
2028,BTN,25.624,General government revenue
2029,BTN,27.51,General government revenue
1980,BOL,,General government revenue
1981,BOL,37.056,General government revenue
1982,BOL,9.088,General government revenue
1983,BOL,12.273,General government revenue
1984,BOL,3.628,General government revenue
1985,BOL,11.982,General government revenue
1986,BOL,19.531,General government revenue
1987,BOL,16.719,General government revenue
1988,BOL,17.475,General government revenue
1989,BOL,18.909,General government revenue
1990,BOL,18.376,General government revenue
1991,BOL,19.981,General government revenue
1992,BOL,20.853,General government revenue
1993,BOL,21.081,General government revenue
1994,BOL,23.767,General government revenue
1995,BOL,23.964,General government revenue
1996,BOL,24.148,General government revenue
1997,BOL,24.999,General government revenue
1998,BOL,24.873,General government revenue
1999,BOL,25.528,General government revenue
2000,BOL,25.586,General government revenue
2001,BOL,25.135,General government revenue
2002,BOL,24.505,General government revenue
2003,BOL,24.114,General government revenue
2004,BOL,26.801,General government revenue
2005,BOL,30.938,General government revenue
2006,BOL,34.304,General government revenue
2007,BOL,31.113,General government revenue
2008,BOL,38.86,General government revenue
2009,BOL,35.834,General government revenue
2010,BOL,33.123,General government revenue
2011,BOL,36.187,General government revenue
2012,BOL,37.754,General government revenue
2013,BOL,39.033,General government revenue
2014,BOL,39.847,General government revenue
2015,BOL,37.65,General government revenue
2016,BOL,32.686,General government revenue
2017,BOL,30.774,General government revenue
2018,BOL,28.951,General government revenue
2019,BOL,28.845,General government revenue
2020,BOL,25.254,General government revenue
2021,BOL,25.07,General government revenue
2022,BOL,28.874,General government revenue
2023,BOL,28.339,General government revenue
2024,BOL,27.61,General government revenue
2025,BOL,27.366,General government revenue
2026,BOL,27.122,General government revenue
2027,BOL,26.986,General government revenue
2028,BOL,26.759,General government revenue
2029,BOL,26.691,General government revenue
1980,BIH,,General government revenue
1981,BIH,,General government revenue
1982,BIH,,General government revenue
1983,BIH,,General government revenue
1984,BIH,,General government revenue
1985,BIH,,General government revenue
1986,BIH,,General government revenue
1987,BIH,,General government revenue
1988,BIH,,General government revenue
1989,BIH,,General government revenue
1990,BIH,,General government revenue
1991,BIH,,General government revenue
1992,BIH,,General government revenue
1993,BIH,,General government revenue
1994,BIH,,General government revenue
1995,BIH,,General government revenue
1996,BIH,,General government revenue
1997,BIH,,General government revenue
1998,BIH,53.45,General government revenue
1999,BIH,54.721,General government revenue
2000,BIH,51.669,General government revenue
2001,BIH,46.897,General government revenue
2002,BIH,44.561,General government revenue
2003,BIH,46.968,General government revenue
2004,BIH,45.413,General government revenue
2005,BIH,46.464,General government revenue
2006,BIH,47.819,General government revenue
2007,BIH,46.724,General government revenue
2008,BIH,45.512,General government revenue
2009,BIH,43.666,General government revenue
2010,BIH,44.657,General government revenue
2011,BIH,43.691,General government revenue
2012,BIH,44.241,General government revenue
2013,BIH,43.241,General government revenue
2014,BIH,43.397,General government revenue
2015,BIH,42.494,General government revenue
2016,BIH,41.797,General government revenue
2017,BIH,41.771,General government revenue
2018,BIH,42.055,General government revenue
2019,BIH,41.282,General government revenue
2020,BIH,40.769,General government revenue
2021,BIH,40.467,General government revenue
2022,BIH,39.705,General government revenue
2023,BIH,40.726,General government revenue
2024,BIH,40.151,General government revenue
2025,BIH,39.881,General government revenue
2026,BIH,39.874,General government revenue
2027,BIH,40.034,General government revenue
2028,BIH,40.209,General government revenue
2029,BIH,40.245,General government revenue
1980,BWA,,General government revenue
1981,BWA,,General government revenue
1982,BWA,,General government revenue
1983,BWA,,General government revenue
1984,BWA,,General government revenue
1985,BWA,,General government revenue
1986,BWA,,General government revenue
1987,BWA,,General government revenue
1988,BWA,,General government revenue
1989,BWA,,General government revenue
1990,BWA,,General government revenue
1991,BWA,,General government revenue
1992,BWA,,General government revenue
1993,BWA,,General government revenue
1994,BWA,,General government revenue
1995,BWA,,General government revenue
1996,BWA,,General government revenue
1997,BWA,,General government revenue
1998,BWA,,General government revenue
1999,BWA,46.017,General government revenue
2000,BWA,47.549,General government revenue
2001,BWA,39.206,General government revenue
2002,BWA,41.141,General government revenue
2003,BWA,42.571,General government revenue
2004,BWA,41.193,General government revenue
2005,BWA,44.109,General government revenue
2006,BWA,46.432,General government revenue
2007,BWA,42.8,General government revenue
2008,BWA,40.509,General government revenue
2009,BWA,38.343,General government revenue
2010,BWA,34.63,General government revenue
2011,BWA,37.042,General government revenue
2012,BWA,38.034,General government revenue
2013,BWA,39.326,General government revenue
2014,BWA,40.429,General government revenue
2015,BWA,32.992,General government revenue
2016,BWA,34.825,General government revenue
2017,BWA,33.529,General government revenue
2018,BWA,30.56,General government revenue
2019,BWA,28.328,General government revenue
2020,BWA,25.671,General government revenue
2021,BWA,29.031,General government revenue
2022,BWA,28.725,General government revenue
2023,BWA,28.684,General government revenue
2024,BWA,28.724,General government revenue
2025,BWA,28.573,General government revenue
2026,BWA,27.96,General government revenue
2027,BWA,28.334,General government revenue
2028,BWA,28.308,General government revenue
2029,BWA,28.189,General government revenue
1980,BRA,,General government revenue
1981,BRA,,General government revenue
1982,BRA,,General government revenue
1983,BRA,,General government revenue
1984,BRA,,General government revenue
1985,BRA,,General government revenue
1986,BRA,,General government revenue
1987,BRA,,General government revenue
1988,BRA,,General government revenue
1989,BRA,,General government revenue
1990,BRA,,General government revenue
1991,BRA,,General government revenue
1992,BRA,,General government revenue
1993,BRA,,General government revenue
1994,BRA,,General government revenue
1995,BRA,,General government revenue
1996,BRA,,General government revenue
1997,BRA,,General government revenue
1998,BRA,,General government revenue
1999,BRA,,General government revenue
2000,BRA,,General government revenue
2001,BRA,37.304,General government revenue
2002,BRA,41.519,General government revenue
2003,BRA,36.859,General government revenue
2004,BRA,37.671,General government revenue
2005,BRA,39.698,General government revenue
2006,BRA,39.324,General government revenue
2007,BRA,39.35,General government revenue
2008,BRA,39.359,General government revenue
2009,BRA,38.494,General government revenue
2010,BRA,39.057,General government revenue
2011,BRA,39.729,General government revenue
2012,BRA,40.253,General government revenue
2013,BRA,39.569,General government revenue
2014,BRA,38.482,General government revenue
2015,BRA,40.349,General government revenue
2016,BRA,41.01,General government revenue
2017,BRA,39.791,General government revenue
2018,BRA,40.501,General government revenue
2019,BRA,41.776,General government revenue
2020,BRA,38.046,General government revenue
2021,BRA,40.431,General government revenue
2022,BRA,42.572,General government revenue
2023,BRA,39.962,General government revenue
2024,BRA,40.866,General government revenue
2025,BRA,41.21,General government revenue
2026,BRA,41.287,General government revenue
2027,BRA,41.314,General government revenue
2028,BRA,41.482,General government revenue
2029,BRA,41.602,General government revenue
1980,BRN,,General government revenue
1981,BRN,,General government revenue
1982,BRN,,General government revenue
1983,BRN,,General government revenue
1984,BRN,,General government revenue
1985,BRN,70.873,General government revenue
1986,BRN,46.486,General government revenue
1987,BRN,33.727,General government revenue
1988,BRN,33.484,General government revenue
1989,BRN,31.519,General government revenue
1990,BRN,30.329,General government revenue
1991,BRN,29.587,General government revenue
1992,BRN,25.831,General government revenue
1993,BRN,25.188,General government revenue
1994,BRN,24.506,General government revenue
1995,BRN,24.175,General government revenue
1996,BRN,28.151,General government revenue
1997,BRN,27.185,General government revenue
1998,BRN,21.386,General government revenue
1999,BRN,25.889,General government revenue
2000,BRN,44.352,General government revenue
2001,BRN,38.061,General government revenue
2002,BRN,36.812,General government revenue
2003,BRN,38.948,General government revenue
2004,BRN,41.719,General government revenue
2005,BRN,45.062,General government revenue
2006,BRN,47.769,General government revenue
2007,BRN,32.445,General government revenue
2008,BRN,63.312,General government revenue
2009,BRN,38.445,General government revenue
2010,BRN,43.79,General government revenue
2011,BRN,55.341,General government revenue
2012,BRN,46.777,General government revenue
2013,BRN,46.608,General government revenue
2014,BRN,37.664,General government revenue
2015,BRN,24.154,General government revenue
2016,BRN,17.671,General government revenue
2017,BRN,26.182,General government revenue
2018,BRN,28.565,General government revenue
2019,BRN,28.746,General government revenue
2020,BRN,17.462,General government revenue
2021,BRN,21.12,General government revenue
2022,BRN,28.907,General government revenue
2023,BRN,15.715,General government revenue
2024,BRN,15.771,General government revenue
2025,BRN,15.585,General government revenue
2026,BRN,15.449,General government revenue
2027,BRN,15.192,General government revenue
2028,BRN,14.659,General government revenue
2029,BRN,14.097,General government revenue
1980,BGR,,General government revenue
1981,BGR,,General government revenue
1982,BGR,,General government revenue
1983,BGR,,General government revenue
1984,BGR,,General government revenue
1985,BGR,,General government revenue
1986,BGR,,General government revenue
1987,BGR,,General government revenue
1988,BGR,,General government revenue
1989,BGR,,General government revenue
1990,BGR,,General government revenue
1991,BGR,,General government revenue
1992,BGR,,General government revenue
1993,BGR,,General government revenue
1994,BGR,,General government revenue
1995,BGR,,General government revenue
1996,BGR,,General government revenue
1997,BGR,,General government revenue
1998,BGR,31.688,General government revenue
1999,BGR,36.307,General government revenue
2000,BGR,36.525,General government revenue
2001,BGR,35.897,General government revenue
2002,BGR,34.46,General government revenue
2003,BGR,35.767,General government revenue
2004,BGR,36.204,General government revenue
2005,BGR,36.22,General government revenue
2006,BGR,35.722,General government revenue
2007,BGR,36.2,General government revenue
2008,BGR,36.184,General government revenue
2009,BGR,32.916,General government revenue
2010,BGR,30.785,General government revenue
2011,BGR,30.12,General government revenue
2012,BGR,32.085,General government revenue
2013,BGR,33.718,General government revenue
2014,BGR,33.429,General government revenue
2015,BGR,34.555,General government revenue
2016,BGR,34.264,General government revenue
2017,BGR,32.852,General government revenue
2018,BGR,34.449,General government revenue
2019,BGR,34.911,General government revenue
2020,BGR,34.88,General government revenue
2021,BGR,35.793,General government revenue
2022,BGR,36.887,General government revenue
2023,BGR,34.684,General government revenue
2024,BGR,36.308,General government revenue
2025,BGR,36.241,General government revenue
2026,BGR,35.634,General government revenue
2027,BGR,35.662,General government revenue
2028,BGR,35.614,General government revenue
2029,BGR,35.585,General government revenue
1980,BFA,,General government revenue
1981,BFA,,General government revenue
1982,BFA,,General government revenue
1983,BFA,,General government revenue
1984,BFA,,General government revenue
1985,BFA,10.256,General government revenue
1986,BFA,11.21,General government revenue
1987,BFA,13.962,General government revenue
1988,BFA,11.886,General government revenue
1989,BFA,16.148,General government revenue
1990,BFA,10.887,General government revenue
1991,BFA,14.197,General government revenue
1992,BFA,14.241,General government revenue
1993,BFA,14.054,General government revenue
1994,BFA,15.943,General government revenue
1995,BFA,16.79,General government revenue
1996,BFA,18.086,General government revenue
1997,BFA,17.383,General government revenue
1998,BFA,17.143,General government revenue
1999,BFA,18.107,General government revenue
2000,BFA,16.799,General government revenue
2001,BFA,16.102,General government revenue
2002,BFA,15.034,General government revenue
2003,BFA,15.809,General government revenue
2004,BFA,16.063,General government revenue
2005,BFA,15.327,General government revenue
2006,BFA,36.224,General government revenue
2007,BFA,17.824,General government revenue
2008,BFA,14.963,General government revenue
2009,BFA,17.359,General government revenue
2010,BFA,17.597,General government revenue
2011,BFA,18.397,General government revenue
2012,BFA,19.905,General government revenue
2013,BFA,21.713,General government revenue
2014,BFA,19.19,General government revenue
2015,BFA,18.269,General government revenue
2016,BFA,18.55,General government revenue
2017,BFA,19.343,General government revenue
2018,BFA,19.757,General government revenue
2019,BFA,20.038,General government revenue
2020,BFA,19.358,General government revenue
2021,BFA,20.416,General government revenue
2022,BFA,21.686,General government revenue
2023,BFA,22.222,General government revenue
2024,BFA,21.763,General government revenue
2025,BFA,22.684,General government revenue
2026,BFA,23.254,General government revenue
2027,BFA,23.777,General government revenue
2028,BFA,24.01,General government revenue
2029,BFA,24.184,General government revenue
1980,BDI,,General government revenue
1981,BDI,,General government revenue
1982,BDI,,General government revenue
1983,BDI,,General government revenue
1984,BDI,,General government revenue
1985,BDI,,General government revenue
1986,BDI,,General government revenue
1987,BDI,,General government revenue
1988,BDI,,General government revenue
1989,BDI,,General government revenue
1990,BDI,29.736,General government revenue
1991,BDI,27.184,General government revenue
1992,BDI,25.545,General government revenue
1993,BDI,26.542,General government revenue
1994,BDI,20.501,General government revenue
1995,BDI,21.417,General government revenue
1996,BDI,18.423,General government revenue
1997,BDI,16.64,General government revenue
1998,BDI,18.048,General government revenue
1999,BDI,17.452,General government revenue
2000,BDI,18.211,General government revenue
2001,BDI,16.681,General government revenue
2002,BDI,18.688,General government revenue
2003,BDI,21.73,General government revenue
2004,BDI,25.344,General government revenue
2005,BDI,22.587,General government revenue
2006,BDI,26.55,General government revenue
2007,BDI,36.455,General government revenue
2008,BDI,38.458,General government revenue
2009,BDI,32.843,General government revenue
2010,BDI,37.207,General government revenue
2011,BDI,38.696,General government revenue
2012,BDI,33.75,General government revenue
2013,BDI,32.87,General government revenue
2014,BDI,24.529,General government revenue
2015,BDI,15.609,General government revenue
2016,BDI,15.463,General government revenue
2017,BDI,19.087,General government revenue
2018,BDI,19.36,General government revenue
2019,BDI,22.376,General government revenue
2020,BDI,23.107,General government revenue
2021,BDI,25.13,General government revenue
2022,BDI,22.957,General government revenue
2023,BDI,21.125,General government revenue
2024,BDI,31.947,General government revenue
2025,BDI,31.089,General government revenue
2026,BDI,29.217,General government revenue
2027,BDI,27.151,General government revenue
2028,BDI,23.513,General government revenue
2029,BDI,22.915,General government revenue
1980,CPV,,General government revenue
1981,CPV,,General government revenue
1982,CPV,,General government revenue
1983,CPV,,General government revenue
1984,CPV,,General government revenue
1985,CPV,,General government revenue
1986,CPV,,General government revenue
1987,CPV,,General government revenue
1988,CPV,,General government revenue
1989,CPV,,General government revenue
1990,CPV,,General government revenue
1991,CPV,,General government revenue
1992,CPV,,General government revenue
1993,CPV,,General government revenue
1994,CPV,35.446,General government revenue
1995,CPV,35.496,General government revenue
1996,CPV,30.644,General government revenue
1997,CPV,27.773,General government revenue
1998,CPV,30.083,General government revenue
1999,CPV,25.399,General government revenue
2000,CPV,24.302,General government revenue
2001,CPV,24.59,General government revenue
2002,CPV,28.587,General government revenue
2003,CPV,26.501,General government revenue
2004,CPV,31.207,General government revenue
2005,CPV,28.847,General government revenue
2006,CPV,32.265,General government revenue
2007,CPV,35.095,General government revenue
2008,CPV,34.858,General government revenue
2009,CPV,28.215,General government revenue
2010,CPV,26.111,General government revenue
2011,CPV,23.367,General government revenue
2012,CPV,22.217,General government revenue
2013,CPV,22.377,General government revenue
2014,CPV,20.835,General government revenue
2015,CPV,24.54,General government revenue
2016,CPV,23.919,General government revenue
2017,CPV,25.349,General government revenue
2018,CPV,25.175,General government revenue
2019,CPV,25.885,General government revenue
2020,CPV,25.238,General government revenue
2021,CPV,23.91,General government revenue
2022,CPV,22.408,General government revenue
2023,CPV,25.23,General government revenue
2024,CPV,27.708,General government revenue
2025,CPV,26.18,General government revenue
2026,CPV,25.447,General government revenue
2027,CPV,26.083,General government revenue
2028,CPV,25.983,General government revenue
2029,CPV,25.537,General government revenue
1980,KHM,,General government revenue
1981,KHM,,General government revenue
1982,KHM,,General government revenue
1983,KHM,,General government revenue
1984,KHM,,General government revenue
1985,KHM,,General government revenue
1986,KHM,,General government revenue
1987,KHM,,General government revenue
1988,KHM,,General government revenue
1989,KHM,,General government revenue
1990,KHM,,General government revenue
1991,KHM,,General government revenue
1992,KHM,,General government revenue
1993,KHM,,General government revenue
1994,KHM,,General government revenue
1995,KHM,,General government revenue
1996,KHM,8.041,General government revenue
1997,KHM,8.599,General government revenue
1998,KHM,7.961,General government revenue
1999,KHM,9.895,General government revenue
2000,KHM,10.118,General government revenue
2001,KHM,9.597,General government revenue
2002,KHM,9.992,General government revenue
2003,KHM,8.843,General government revenue
2004,KHM,9.348,General government revenue
2005,KHM,10.64,General government revenue
2006,KHM,11.133,General government revenue
2007,KHM,12.906,General government revenue
2008,KHM,13.507,General government revenue
2009,KHM,12.994,General government revenue
2010,KHM,13.928,General government revenue
2011,KHM,12.723,General government revenue
2012,KHM,13.525,General government revenue
2013,KHM,14.415,General government revenue
2014,KHM,15.213,General government revenue
2015,KHM,14.654,General government revenue
2016,KHM,15.692,General government revenue
2017,KHM,16.304,General government revenue
2018,KHM,17.57,General government revenue
2019,KHM,19.775,General government revenue
2020,KHM,17.778,General government revenue
2021,KHM,15.811,General government revenue
2022,KHM,17.016,General government revenue
2023,KHM,15.527,General government revenue
2024,KHM,14.747,General government revenue
2025,KHM,14.824,General government revenue
2026,KHM,14.862,General government revenue
2027,KHM,14.896,General government revenue
2028,KHM,14.927,General government revenue
2029,KHM,14.87,General government revenue
1980,AFG,,General government net debt
1981,AFG,,General government net debt
1982,AFG,,General government net debt
1983,AFG,,General government net debt
1984,AFG,,General government net debt
1985,AFG,,General government net debt
1986,AFG,,General government net debt
1987,AFG,,General government net debt
1988,AFG,,General government net debt
1989,AFG,,General government net debt
1990,AFG,,General government net debt
1991,AFG,,General government net debt
1992,AFG,,General government net debt
1993,AFG,,General government net debt
1994,AFG,,General government net debt
1995,AFG,,General government net debt
1996,AFG,,General government net debt
1997,AFG,,General government net debt
1998,AFG,,General government net debt
1999,AFG,,General government net debt
2000,AFG,,General government net debt
2001,AFG,,General government net debt
2002,AFG,,General government net debt
2003,AFG,,General government net debt
2004,AFG,,General government net debt
2005,AFG,,General government net debt
2006,AFG,,General government net debt
2007,AFG,,General government net debt
2008,AFG,,General government net debt
2009,AFG,,General government net debt
2010,AFG,,General government net debt
2011,AFG,,General government net debt
2012,AFG,,General government net debt
2013,AFG,,General government net debt
2014,AFG,,General government net debt
2015,AFG,,General government net debt
2016,AFG,,General government net debt
2017,AFG,,General government net debt
2018,AFG,,General government net debt
2019,AFG,,General government net debt
2020,AFG,,General government net debt
2021,AFG,,General government net debt
2022,AFG,,General government net debt
2023,AFG,,General government net debt
2024,AFG,,General government net debt
2025,AFG,,General government net debt
2026,AFG,,General government net debt
2027,AFG,,General government net debt
2028,AFG,,General government net debt
2029,AFG,,General government net debt
1980,ALB,,General government net debt
1981,ALB,,General government net debt
1982,ALB,,General government net debt
1983,ALB,,General government net debt
1984,ALB,,General government net debt
1985,ALB,,General government net debt
1986,ALB,,General government net debt
1987,ALB,,General government net debt
1988,ALB,,General government net debt
1989,ALB,,General government net debt
1990,ALB,,General government net debt
1991,ALB,,General government net debt
1992,ALB,,General government net debt
1993,ALB,,General government net debt
1994,ALB,,General government net debt
1995,ALB,,General government net debt
1996,ALB,,General government net debt
1997,ALB,,General government net debt
1998,ALB,,General government net debt
1999,ALB,,General government net debt
2000,ALB,,General government net debt
2001,ALB,,General government net debt
2002,ALB,,General government net debt
2003,ALB,,General government net debt
2004,ALB,,General government net debt
2005,ALB,,General government net debt
2006,ALB,,General government net debt
2007,ALB,,General government net debt
2008,ALB,,General government net debt
2009,ALB,,General government net debt
2010,ALB,,General government net debt
2011,ALB,58.158,General government net debt
2012,ALB,60.577,General government net debt
2013,ALB,68.246,General government net debt
2014,ALB,65.536,General government net debt
2015,ALB,68.802,General government net debt
2016,ALB,69.846,General government net debt
2017,ALB,65.505,General government net debt
2018,ALB,61.481,General government net debt
2019,ALB,60.496,General government net debt
2020,ALB,69.744,General government net debt
2021,ALB,66.336,General government net debt
2022,ALB,59.12,General government net debt
2023,ALB,52.482,General government net debt
2024,ALB,51.049,General government net debt
2025,ALB,50.132,General government net debt
2026,ALB,49.396,General government net debt
2027,ALB,48.63,General government net debt
2028,ALB,47.988,General government net debt
2029,ALB,48.678,General government net debt
1980,DZA,,General government net debt
1981,DZA,,General government net debt
1982,DZA,,General government net debt
1983,DZA,,General government net debt
1984,DZA,,General government net debt
1985,DZA,,General government net debt
1986,DZA,,General government net debt
1987,DZA,,General government net debt
1988,DZA,,General government net debt
1989,DZA,,General government net debt
1990,DZA,,General government net debt
1991,DZA,71.758,General government net debt
1992,DZA,58.014,General government net debt
1993,DZA,68.249,General government net debt
1994,DZA,90.697,General government net debt
1995,DZA,107.125,General government net debt
1996,DZA,90.486,General government net debt
1997,DZA,64.402,General government net debt
1998,DZA,67.175,General government net debt
1999,DZA,75.617,General government net debt
2000,DZA,57.91,General government net debt
2001,DZA,44.6,General government net debt
2002,DZA,41.691,General government net debt
2003,DZA,28.229,General government net debt
2004,DZA,21.793,General government net debt
2005,DZA,1.874,General government net debt
2006,DZA,-10.307,General government net debt
2007,DZA,-19.775,General government net debt
2008,DZA,-33.645,General government net debt
2009,DZA,-36.183,General government net debt
2010,DZA,-30.562,General government net debt
2011,DZA,-28.479,General government net debt
2012,DZA,-26.722,General government net debt
2013,DZA,-27.412,General government net debt
2014,DZA,-19.509,General government net debt
2015,DZA,-6.755,General government net debt
2016,DZA,11.786,General government net debt
2017,DZA,19.024,General government net debt
2018,DZA,23.126,General government net debt
2019,DZA,27.1,General government net debt
2020,DZA,38.738,General government net debt
2021,DZA,45.402,General government net debt
2022,DZA,35.615,General government net debt
2023,DZA,40.103,General government net debt
2024,DZA,43.847,General government net debt
2025,DZA,47.192,General government net debt
2026,DZA,49.47,General government net debt
2027,DZA,51.558,General government net debt
2028,DZA,53.6,General government net debt
2029,DZA,56.184,General government net debt
1980,AND,,General government net debt
1981,AND,,General government net debt
1982,AND,,General government net debt
1983,AND,,General government net debt
1984,AND,,General government net debt
1985,AND,,General government net debt
1986,AND,,General government net debt
1987,AND,,General government net debt
1988,AND,,General government net debt
1989,AND,,General government net debt
1990,AND,,General government net debt
1991,AND,,General government net debt
1992,AND,,General government net debt
1993,AND,,General government net debt
1994,AND,,General government net debt
1995,AND,,General government net debt
1996,AND,,General government net debt
1997,AND,,General government net debt
1998,AND,,General government net debt
1999,AND,,General government net debt
2000,AND,,General government net debt
2001,AND,,General government net debt
2002,AND,,General government net debt
2003,AND,,General government net debt
2004,AND,,General government net debt
2005,AND,,General government net debt
2006,AND,,General government net debt
2007,AND,,General government net debt
2008,AND,,General government net debt
2009,AND,,General government net debt
2010,AND,,General government net debt
2011,AND,,General government net debt
2012,AND,,General government net debt
2013,AND,,General government net debt
2014,AND,,General government net debt
2015,AND,,General government net debt
2016,AND,,General government net debt
2017,AND,,General government net debt
2018,AND,,General government net debt
2019,AND,,General government net debt
2020,AND,,General government net debt
2021,AND,,General government net debt
2022,AND,,General government net debt
2023,AND,,General government net debt
2024,AND,,General government net debt
2025,AND,,General government net debt
2026,AND,,General government net debt
2027,AND,,General government net debt
2028,AND,,General government net debt
2029,AND,,General government net debt
1980,AGO,,General government net debt
1981,AGO,,General government net debt
1982,AGO,,General government net debt
1983,AGO,,General government net debt
1984,AGO,,General government net debt
1985,AGO,,General government net debt
1986,AGO,,General government net debt
1987,AGO,,General government net debt
1988,AGO,,General government net debt
1989,AGO,,General government net debt
1990,AGO,,General government net debt
1991,AGO,,General government net debt
1992,AGO,,General government net debt
1993,AGO,,General government net debt
1994,AGO,,General government net debt
1995,AGO,,General government net debt
1996,AGO,,General government net debt
1997,AGO,,General government net debt
1998,AGO,,General government net debt
1999,AGO,,General government net debt
2000,AGO,,General government net debt
2001,AGO,,General government net debt
2002,AGO,,General government net debt
2003,AGO,,General government net debt
2004,AGO,,General government net debt
2005,AGO,,General government net debt
2006,AGO,,General government net debt
2007,AGO,,General government net debt
2008,AGO,,General government net debt
2009,AGO,,General government net debt
2010,AGO,,General government net debt
2011,AGO,,General government net debt
2012,AGO,,General government net debt
2013,AGO,,General government net debt
2014,AGO,,General government net debt
2015,AGO,,General government net debt
2016,AGO,,General government net debt
2017,AGO,,General government net debt
2018,AGO,,General government net debt
2019,AGO,,General government net debt
2020,AGO,,General government net debt
2021,AGO,,General government net debt
2022,AGO,,General government net debt
2023,AGO,,General government net debt
2024,AGO,,General government net debt
2025,AGO,,General government net debt
2026,AGO,,General government net debt
2027,AGO,,General government net debt
2028,AGO,,General government net debt
2029,AGO,,General government net debt
1980,ATG,,General government net debt
1981,ATG,,General government net debt
1982,ATG,,General government net debt
1983,ATG,,General government net debt
1984,ATG,,General government net debt
1985,ATG,,General government net debt
1986,ATG,,General government net debt
1987,ATG,,General government net debt
1988,ATG,,General government net debt
1989,ATG,,General government net debt
1990,ATG,,General government net debt
1991,ATG,,General government net debt
1992,ATG,,General government net debt
1993,ATG,,General government net debt
1994,ATG,,General government net debt
1995,ATG,,General government net debt
1996,ATG,,General government net debt
1997,ATG,,General government net debt
1998,ATG,,General government net debt
1999,ATG,,General government net debt
2000,ATG,,General government net debt
2001,ATG,,General government net debt
2002,ATG,,General government net debt
2003,ATG,,General government net debt
2004,ATG,,General government net debt
2005,ATG,,General government net debt
2006,ATG,,General government net debt
2007,ATG,,General government net debt
2008,ATG,,General government net debt
2009,ATG,,General government net debt
2010,ATG,,General government net debt
2011,ATG,,General government net debt
2012,ATG,,General government net debt
2013,ATG,,General government net debt
2014,ATG,,General government net debt
2015,ATG,,General government net debt
2016,ATG,,General government net debt
2017,ATG,,General government net debt
2018,ATG,,General government net debt
2019,ATG,,General government net debt
2020,ATG,,General government net debt
2021,ATG,,General government net debt
2022,ATG,,General government net debt
2023,ATG,,General government net debt
2024,ATG,,General government net debt
2025,ATG,,General government net debt
2026,ATG,,General government net debt
2027,ATG,,General government net debt
2028,ATG,,General government net debt
2029,ATG,,General government net debt
1980,ARG,,General government net debt
1981,ARG,,General government net debt
1982,ARG,,General government net debt
1983,ARG,,General government net debt
1984,ARG,,General government net debt
1985,ARG,,General government net debt
1986,ARG,,General government net debt
1987,ARG,,General government net debt
1988,ARG,,General government net debt
1989,ARG,,General government net debt
1990,ARG,,General government net debt
1991,ARG,,General government net debt
1992,ARG,,General government net debt
1993,ARG,,General government net debt
1994,ARG,,General government net debt
1995,ARG,,General government net debt
1996,ARG,,General government net debt
1997,ARG,,General government net debt
1998,ARG,,General government net debt
1999,ARG,,General government net debt
2000,ARG,,General government net debt
2001,ARG,,General government net debt
2002,ARG,,General government net debt
2003,ARG,,General government net debt
2004,ARG,,General government net debt
2005,ARG,,General government net debt
2006,ARG,,General government net debt
2007,ARG,,General government net debt
2008,ARG,,General government net debt
2009,ARG,,General government net debt
2010,ARG,,General government net debt
2011,ARG,,General government net debt
2012,ARG,,General government net debt
2013,ARG,,General government net debt
2014,ARG,,General government net debt
2015,ARG,,General government net debt
2016,ARG,,General government net debt
2017,ARG,,General government net debt
2018,ARG,,General government net debt
2019,ARG,,General government net debt
2020,ARG,,General government net debt
2021,ARG,,General government net debt
2022,ARG,,General government net debt
2023,ARG,,General government net debt
2024,ARG,,General government net debt
2025,ARG,,General government net debt
2026,ARG,,General government net debt
2027,ARG,,General government net debt
2028,ARG,,General government net debt
2029,ARG,,General government net debt
1980,ARM,,General government net debt
1981,ARM,,General government net debt
1982,ARM,,General government net debt
1983,ARM,,General government net debt
1984,ARM,,General government net debt
1985,ARM,,General government net debt
1986,ARM,,General government net debt
1987,ARM,,General government net debt
1988,ARM,,General government net debt
1989,ARM,,General government net debt
1990,ARM,,General government net debt
1991,ARM,,General government net debt
1992,ARM,,General government net debt
1993,ARM,,General government net debt
1994,ARM,,General government net debt
1995,ARM,,General government net debt
1996,ARM,,General government net debt
1997,ARM,,General government net debt
1998,ARM,,General government net debt
1999,ARM,,General government net debt
2000,ARM,,General government net debt
2001,ARM,,General government net debt
2002,ARM,,General government net debt
2003,ARM,,General government net debt
2004,ARM,,General government net debt
2005,ARM,,General government net debt
2006,ARM,,General government net debt
2007,ARM,,General government net debt
2008,ARM,,General government net debt
2009,ARM,,General government net debt
2010,ARM,,General government net debt
2011,ARM,,General government net debt
2012,ARM,,General government net debt
2013,ARM,,General government net debt
2014,ARM,,General government net debt
2015,ARM,,General government net debt
2016,ARM,,General government net debt
2017,ARM,,General government net debt
2018,ARM,,General government net debt
2019,ARM,,General government net debt
