Country,Country Code,Year,PC1,PC2,Cluster,ClusterLabels,hover_text
Cote d'Ivoire,CIV,2019.0,-2.480744824959893,-1.154552271191022,1,Gold & Coal,"<b>Cote d'Ivoire</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $1,458,262,200<br>  Oil: $955,797,988<br>  Silver: $155,648"
Ecuador,ECU,2019.0,-0.21246573882195488,-0.9664489134663358,2,Oil Exporters,"<b>Ecuador</b><br>Cluster: 2<br><br>Top Resources:<br>  Oil: $12,445,041,781<br>  Gold: $282,555,700<br>  Copper: $38,808,000"
"Egypt, Arab Rep.",EGY,2019.0,2.0923978522757625,-1.306368863811938,2,Oil Exporters,"<b>Egypt, Arab Rep.</b><br>Cluster: 2<br><br>Top Resources:<br>  Oil: $15,313,223,215<br>  Natural Gas: $9,883,974,927<br>  Gold: $671,075,400"
Equatorial Guinea,GNQ,2019.0,0.8461388420355331,-2.097836612823059,2,Oil Exporters,"<b>Equatorial Guinea</b><br>Cluster: 2<br><br>Top Resources:<br>  Oil: $3,756,407,651<br>  Gold: $8,980,000"
Ethiopia,ETH,2019.0,-4.416631861303348,-2.4608549491650256,1,Gold & Coal,"<b>Ethiopia</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $142,782,000<br>  Coal: $221,922<br>  Silver: $204,800"
Gabon,GAB,2019.0,0.9859642767570745,-2.742530683208839,2,Oil Exporters,"<b>Gabon</b><br>Cluster: 2<br><br>Top Resources:<br>  Oil: $5,105,274,474<br>  Manganese: $3,263,000,000<br>  Gold: $4,804,300"
Ghana,GHA,2019.0,-1.4055078387051665,-0.661878655317502,2,Oil Exporters,"<b>Ghana</b><br>Cluster: 2<br><br>Top Resources:<br>  Gold: $6,462,906,000<br>  Oil: $4,629,957,671<br>  Manganese: $2,015,000,000"
Guinea,GIN,2019.0,-5.077434423144006,-0.5242906225278061,1,Gold & Coal,"<b>Guinea</b><br>Cluster: 1<br><br>Top Resources:<br>  Bauxite: $2,266,598,430<br>  Gold: $1,237,084,800"
Indonesia,IDN,2019.0,0.6353689029046414,3.4783607805600716,0,Diversified Exporters,"<b>Indonesia</b><br>Cluster: 0<br><br>Top Resources:<br>  Coal: $50,644,151,093<br>  Oil: $18,296,386,085<br>  Natural Gas: $11,502,814,530"
"Iran, Islamic Rep.",IRN,2019.0,4.525131293311717,2.7769793188459655,3,Petrostates,"<b>Iran, Islamic Rep.</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $82,075,880,882<br>  Natural Gas: $34,750,433,904<br>  Iron ore: $4,563,278,507"
Iraq,IRQ,2019.0,3.638413624983073,-2.3660998442929024,3,Petrostates,"<b>Iraq</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $112,015,345,919<br>  Natural Gas: $1,669,205,369"
Kazakhstan,KAZ,2019.0,4.54080183221743,10.11406361651197,0,Diversified Exporters,"<b>Kazakhstan</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $44,602,670,482<br>  Coal: $9,452,320,804<br>  Iron ore: $5,798,590,264"
Kenya,KEN,2019.0,-4.587808809191399,-2.06143183519486,1,Gold & Coal,"<b>Kenya</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $242,460,000"
Kuwait,KWT,2019.0,6.3688852834331255,-2.049700655310888,3,Petrostates,"<b>Kuwait</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $69,751,752,638<br>  Natural Gas: $2,017,380,368"
Lao PDR,LAO,2019.0,-5.224788571378714,4.358784238741038,1,Gold & Coal,"<b>Lao PDR</b><br>Cluster: 1<br><br>Top Resources:<br>  Coal: $1,267,835,272<br>  Copper: $868,159,600<br>  Gold: $233,794,300"
Liberia,LBR,2019.0,-4.966245335381728,-1.1754188646466601,1,Gold & Coal,"<b>Liberia</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $227,553,200"
Libya,LBY,2019.0,5.249008818295605,-2.0711385616207254,3,Petrostates,"<b>Libya</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $28,022,136,225<br>  Natural Gas: $2,442,506,027"
Madagascar,MDG,2019.0,-4.594259921299489,-2.1333993437124836,1,Gold & Coal,"<b>Madagascar</b><br>Cluster: 1<br><br>Top Resources:<br>  Cobalt: $109,796,300<br>  Gold: $94,290,000<br>  Natural Graphite: $59,808,000"
Malawi,MWI,2019.0,-4.272188137513145,-2.701287037834205,1,Gold & Coal,"<b>Malawi</b><br>Cluster: 1<br><br>Top Resources:<br>  Coal: $4,498,271"
Malaysia,MYS,2019.0,4.36582510815957,-0.032692811152211655,3,Petrostates,"<b>Malaysia</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $15,743,702,687<br>  Natural Gas: $11,792,940,286<br>  Aluminium: $1,120,000,000"
Mali,MLI,2019.0,-5.161799227599088,-0.701410239695478,1,Gold & Coal,"<b>Mali</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $2,828,700,000<br>  Silver: $1,382,400"
Mongolia,MNG,2019.0,-2.096391063264392,8.618872306484276,0,Diversified Exporters,"<b>Mongolia</b><br>Cluster: 0<br><br>Top Resources:<br>  Coal: $4,586,333,268<br>  Copper: $2,722,165,600<br>  Gold: $727,380,000"
Mozambique,MOZ,2019.0,-3.520922240622539,-0.8000332222272916,1,Gold & Coal,"<b>Mozambique</b><br>Cluster: 1<br><br>Top Resources:<br>  Coal: $849,839,925<br>  Aluminium: $796,602,800<br>  Natural Graphite: $171,360,000"
Myanmar,MMR,2019.0,-0.506970101674737,0.8532033841436933,2,Oil Exporters,"<b>Myanmar</b><br>Cluster: 2<br><br>Top Resources:<br>  Natural Gas: $2,813,030,563<br>  Copper: $1,349,040,000<br>  Tin: $802,200,000"
Niger,NER,2019.0,-2.9426460212992174,-1.5159707765592187,1,Gold & Coal,"<b>Niger</b><br>Cluster: 1<br><br>Top Resources:<br>  Oil: $258,563,702<br>  Gold: $234,557,600<br>  Coal: $18,569,096"
Nigeria,NGA,2019.0,1.6452731213691432,-1.4538925184530758,2,Oil Exporters,"<b>Nigeria</b><br>Cluster: 2<br><br>Top Resources:<br>  Oil: $49,063,604,246<br>  Natural Gas: $7,500,512,054<br>  Gold: $404,100,000"
Oman,OMN,2019.0,7.444008044952245,-1.6560865640664568,3,Petrostates,"<b>Oman</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $22,755,751,956<br>  Natural Gas: $5,584,415,619<br>  Aluminium: $547,400,000"
Papua New Guinea,PNG,2019.0,-3.5781380893701544,2.717715206011797,1,Gold & Coal,"<b>Papua New Guinea</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $3,339,931,400<br>  Copper: $612,291,680<br>  Oil: $173,510,188"
Qatar,QAT,2019.0,9.854659491459248,-1.3164366031861408,3,Petrostates,"<b>Qatar</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $40,701,126,666<br>  Natural Gas: $26,963,416,382<br>  Aluminium: $914,200,000"
Russian Federation,RUS,2019.0,5.376095908699788,7.5122829370713955,0,Diversified Exporters,"<b>Russian Federation</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $273,719,085,273<br>  Natural Gas: $103,350,998,464<br>  Coal: $36,219,019,838"
Rwanda,RWA,2019.0,-4.945179778402904,-1.22473851384372,1,Gold & Coal,"<b>Rwanda</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $511,860,000"
Saudi Arabia,SAU,2019.0,6.431519321818958,1.4280820592364198,3,Petrostates,"<b>Saudi Arabia</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $277,312,399,916<br>  Natural Gas: $16,917,538,925<br>  Aluminium: $1,085,785,400"
Tanzania,TZA,2019.0,-4.977964389857609,-0.4922238012637238,1,Gold & Coal,"<b>Tanzania</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $2,173,519,200<br>  Copper: $61,600,000<br>  Coal: $58,532,763"
Togo,TGO,2019.0,-4.960369944856602,-1.1891745987051625,1,Gold & Coal,"<b>Togo</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $369,392,300"
Trinidad and Tobago,TTO,2019.0,5.9996947978720785,-1.7253550639826345,3,Petrostates,"<b>Trinidad and Tobago</b><br>Cluster: 3<br><br>Top Resources:<br>  Natural Gas: $5,260,325,779<br>  Oil: $1,927,007,374"
Uganda,UGA,2019.0,-4.300379769239113,-2.734373900469661,1,Gold & Coal,"<b>Uganda</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $7,633,000"
United Arab Emirates,ARE,2019.0,8.03105479859888,-1.6514695505212298,3,Petrostates,"<b>United Arab Emirates</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $93,367,584,403<br>  Natural Gas: $8,176,296,897<br>  Aluminium: $3,640,000,000"
Uzbekistan,UZB,2019.0,0.8589670578989486,3.8564720601342715,0,Diversified Exporters,"<b>Uzbekistan</b><br>Cluster: 0<br><br>Top Resources:<br>  Natural Gas: $8,745,433,206<br>  Gold: $4,175,700,000<br>  Oil: $1,462,392,913"
"Venezuela, RB",VEN,2019.0,3.164078152054338,-0.6474973073881201,3,Petrostates,"<b>Venezuela, RB</b><br>Cluster: 3<br><br>Top Resources:<br>  Oil: $24,683,644,881<br>  Natural Gas: $3,892,817,585<br>  Gold: $408,590,000"
Viet Nam,VNM,2019.0,0.22635512533376256,0.19306507007694645,2,Oil Exporters,"<b>Viet Nam</b><br>Cluster: 2<br><br>Top Resources:<br>  Oil: $5,541,526,566<br>  Coal: $3,876,043,978<br>  Natural Gas: $1,498,149,668"
"Yemen, Rep.",YEM,2019.0,-1.3305463332152112,-2.8477500577553254,2,Oil Exporters,"<b>Yemen, Rep.</b><br>Cluster: 2<br><br>Top Resources:<br>  Oil: $2,218,282,670"
Zambia,ZMB,2019.0,-5.079668918275127,1.9537605643706226,1,Gold & Coal,"<b>Zambia</b><br>Cluster: 1<br><br>Top Resources:<br>  Copper: $4,852,225,840<br>  Gold: $203,037,800<br>  Coal: $27,538,186"
Zimbabwe,ZWE,2019.0,-5.1984810030893875,1.3192451295676177,1,Gold & Coal,"<b>Zimbabwe</b><br>Cluster: 1<br><br>Top Resources:<br>  Gold: $1,321,362,100<br>  Coal: $224,381,124<br>  Copper: $53,592,000"
