,Country,Country Code,Year,PC1,PC2,PC3,Cluster,hover_text
84,Oman,OMN,1995.0,-1.3022810065208024,-0.9155428127969861,0.8796070517309906,0,<b>Oman</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $17.2M<br>  Gold: $8.1M<br>  Natural Gas: $270
85,Pakistan,PAK,1995.0,-0.577026304740676,-0.4270047515755378,0.5618381160233131,0,<b>Pakistan</b><br>Cluster: 0<br><br>Top Resources:<br>  Coal: $145.2M<br>  Copper: $14.3M<br>  Bauxite: $148.0K
86,Panama,PAN,1995.0,-1.5531392522798964,0.33574029211467493,-1.03765958180374,5,<b>Panama</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $3.8M<br>  Silver: $100.8K
87,Papua New Guinea,PNG,1995.0,-0.7180804625107261,1.4852217822096898,-1.3476633600866241,3,<b>Papua New Guinea</b><br>Cluster: 3<br><br>Top Resources:<br>  Copper: $693.5M<br>  Gold: $687.6M<br>  Silver: $11.5M
88,Peru,PER,1995.0,2.245063109233649,3.134790934695099,1.497596609008384,4,<b>Peru</b><br>Cluster: 4<br><br>Top Resources:<br>  Copper: $1.3B<br>  Zinc: $913.8M<br>  Gold: $768.0M
89,Philippines,PHL,1995.0,0.7546189621634019,0.8254014917510866,-1.7435717156975474,3,<b>Philippines</b><br>Cluster: 3<br><br>Top Resources:<br>  Nickel: $1.6B<br>  Gold: $359.4M<br>  Copper: $334.6M
90,Poland,POL,1995.0,1.8016511587466175,2.9552003541522303,0.881778351963192,4,<b>Poland</b><br>Cluster: 4<br><br>Top Resources:<br>  Coal: $9.2B<br>  Copper: $1.3B<br>  Zinc: $203.9M
91,Portugal,PRT,1995.0,-0.37800260874991637,0.57255750469903,-1.2826057565827602,3,<b>Portugal</b><br>Cluster: 3<br><br>Top Resources:<br>  Copper: $422.9M<br>  Silver: $6.8M<br>  Lithium: $742.4K
92,Qatar,QAT,1995.0,-1.5793246917446693,-1.4450851695596876,1.4720696992086704,0,<b>Qatar</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $9.1M<br>  Natural Gas: $658
93,Romania,ROU,1995.0,2.3895216965682167,1.7055000830571097,2.016964651176658,4,<b>Romania</b><br>Cluster: 4<br><br>Top Resources:<br>  Coal: $1.9B<br>  Aluminium: $283.8M<br>  Copper: $79.9M
94,Russian Federation,RUS,1995.0,10.115567129195597,-3.1410437558288025,-0.18959986416228922,1,<b>Russian Federation</b><br>Cluster: 1<br><br>Top Resources:<br>  Coal: $12.3B<br>  Aluminium: $5.6B<br>  Copper: $1.7B
95,Rwanda,RWA,1999.0,-2.008599432833696,-0.33959122873149544,-0.902374304377204,5,<b>Rwanda</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $88.1K
96,Saudi Arabia,SAU,1995.0,-0.1633742767975331,0.2627365593601293,1.187693529697463,0,<b>Saudi Arabia</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $177.7M<br>  Gold: $107.5M<br>  Copper: $3.0M
97,Senegal,SEN,1998.0,-1.9281535837634793,-0.21047886319254439,-1.0290885722194931,5,<b>Senegal</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $5.2M
98,Serbia,SRB,1995.0,-2.2330112444936936,-0.6997631977415301,-0.5488920708210876,5,<b>Serbia</b><br>Cluster: 5<br><br>Top Resources:<br>  (No significant production)
99,Slovak Republic,SVK,1995.0,-0.20489360951143207,-0.6849490892065581,-0.9689789358468341,5,<b>Slovak Republic</b><br>Cluster: 5<br><br>Top Resources:<br>  Coal: $189.7M<br>  Aluminium: $122.4M<br>  Magnesium compounds: $82.0M
100,Slovenia,SVN,1995.0,-1.3417644167871905,-0.585501169153524,0.021491749781300768,5,<b>Slovenia</b><br>Cluster: 5<br><br>Top Resources:<br>  Coal: $223.3M<br>  Aluminium: $141.8M
101,South Africa,ZAF,1995.0,4.657869560610262,0.618149209906097,-3.454053387951423,2,<b>South Africa</b><br>Cluster: 2<br><br>Top Resources:<br>  Coal: $9.4B<br>  Gold: $7.0B<br>  Manganese: $1.5B
102,Spain,ESP,1995.0,2.233332802662702,2.4219417258697273,-0.5154447556441221,3,<b>Spain</b><br>Cluster: 3<br><br>Top Resources:<br>  Coal: $1.3B<br>  Aluminium: $731.0M<br>  Zinc: $227.5M
