Country Code,Country,ECI_2019,ECI_2030_Ensemble,Total_Change,Annualised_Change,Pct_Change
VEN,"Venezuela, RB",-1.277,-1.4474803605757687,-0.17048036057576876,-0.01549821459779716,-13.350067390428253
AZE,Azerbaijan,-0.827,-1.040526849698221,-0.213526849698221,-0.019411531790747363,-25.819449782130715
KEN,Kenya,-0.436,-0.6865765128987278,-0.2505765128987278,-0.022779682990793436,-57.471677270350405
TTO,Trinidad and Tobago,0.055,-0.2166045332009797,-0.2716045332009797,-0.024691321200089066,-493.8264240017813
RUS,Russian Federation,0.257,-0.03455641173424065,-0.29155641173424063,-0.026505128339476422,-113.44607460476288
AGO,Angola,-1.204,-1.5224537907851168,-0.3184537907851168,-0.028950344616828803,-26.449650397434954
NER,Niger,-0.62,-0.9964716726989697,-0.37647167269896975,-0.03422469751808816,-60.7212375320919
IRN,"Iran, Islamic Rep.",0.0039999999999999,-0.3733045103487916,-0.3773045103487915,-0.03430041003170831,-3773.0451034879147
COG,"Congo, Rep.",-1.084,-1.4689835590044205,-0.3849835590044204,-0.034998505364038215,-35.51508846904247
BHR,Bahrain,0.492,0.0974568807680325,-0.3945431192319675,-0.035867556293815224,-80.1916909008064
ZMB,Zambia,-0.49,-0.9331278734730691,-0.44312787347306914,-0.040284352133915374,-90.43425989246309
MYS,Malaysia,1.209,0.6912663771028076,-0.5177336228971925,-0.047066692990653865,-42.823293870735526
LBY,Libya,-1.425,-1.9554981939322673,-0.5304981939322673,-0.04822710853929702,-37.227943433843315
KWT,Kuwait,0.419,-0.1277242503214548,-0.5467242503214548,-0.04970220457467771,-130.48311463519207
EGY,"Egypt, Arab Rep.",-0.144,-0.6947781172961904,-0.5507781172961904,-0.05007073793601731,-382.48480367791007
MLI,Mali,-0.351,-0.9868892374006022,-0.6358892374006022,-0.05780811249096384,-181.16502490045647
SAU,Saudi Arabia,0.7,0.03729285348393607,-0.6627071465160639,-0.06024610422873308,-94.67244950229484
KAZ,Kazakhstan,-0.23,-0.9049503909035508,-0.6749503909035508,-0.061359126445777346,-293.456691697196
ZWE,Zimbabwe,-0.921,-1.9139980444369378,-0.9929980444369377,-0.09027254949426707,-107.81737724613873
