FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,0.02,$M_FOB,3.27
Angamos,port,-23.1,-70.42,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,1.18,$M_FOB,1.27
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,0.01,$M_FOB,1.27
Angamos,port,-23.1,-70.42,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,87.67,$M_FOB,189.97
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,5.34,$M_FOB,189.97
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,41.37,$M_FOB,189.97
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,17.21,$M_FOB,189.97
Angamos,port,-23.1,-70.42,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.87,$M_FOB,1.88
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.05,$M_FOB,1.88
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.41,$M_FOB,1.88
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.17,$M_FOB,1.88
Angamos,port,-23.1,-70.42,France,country,48.86,2.35,port_to_country,iodine,Iodine,,3.08,$M_FOB,6.67
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,iodine,Iodine,,0.19,$M_FOB,6.67
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,iodine,Iodine,,1.45,$M_FOB,6.67
San Antonio,port,-33.59,-71.62,France,country,48.86,2.35,port_to_country,iodine,Iodine,,0.6,$M_FOB,6.67
Angamos,port,-23.1,-70.42,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,13.37,$M_FOB,28.98
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,0.81,$M_FOB,28.98
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,6.31,$M_FOB,28.98
San Antonio,port,-33.59,-71.62,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,2.62,$M_FOB,28.98
Angamos,port,-23.1,-70.42,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,20.05,$M_FOB,43.44
Antofagasta (ATI),port,-23.65,-70.4,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,1.22,$M_FOB,43.44
Iquique,port,-20.21,-70.15,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,9.46,$M_FOB,43.44
San Antonio,port,-33.59,-71.62,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,3.93,$M_FOB,43.44
Angamos,port,-23.1,-70.42,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,64.36,$M_FOB,139.46
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,3.92,$M_FOB,139.46
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,30.37,$M_FOB,139.46
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,12.63,$M_FOB,139.46
Angamos,port,-23.1,-70.42,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,3.19,$M_FOB,6.92
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,0.19,$M_FOB,6.92
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,1.51,$M_FOB,6.92
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,0.63,$M_FOB,6.92
Angamos,port,-23.1,-70.42,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,1.24,$M_FOB,2.69
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.08,$M_FOB,2.69
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.59,$M_FOB,2.69
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.24,$M_FOB,2.69
Angamos,port,-23.1,-70.42,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,33.38,$M_FOB,72.32
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,2.03,$M_FOB,72.32
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,15.75,$M_FOB,72.32
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,6.55,$M_FOB,72.32
Angamos,port,-23.1,-70.42,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.54,$M_FOB,1.17
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.03,$M_FOB,1.17
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.26,$M_FOB,1.17
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.11,$M_FOB,1.17
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,92.06,$M_FOB,199.48
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,5.6,$M_FOB,199.48
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,43.44,$M_FOB,199.48
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,18.07,$M_FOB,199.48
Angamos,port,-23.1,-70.42,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,10.24,$M_FOB,22.19
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,0.62,$M_FOB,22.19
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,4.83,$M_FOB,22.19
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,2.01,$M_FOB,22.19
Angamos,port,-23.1,-70.42,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.13,$M_FOB,0.28
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.01,$M_FOB,0.28
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.06,$M_FOB,0.28
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.03,$M_FOB,0.28
Angamos,port,-23.1,-70.42,China,country,31.23,121.47,port_to_country,iodine,Iodine,,216.56,$M_FOB,469.26
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,iodine,Iodine,,13.18,$M_FOB,469.26
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,iodine,Iodine,,102.2,$M_FOB,469.26
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,iodine,Iodine,,42.5,$M_FOB,469.26
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,4.15,$M_FOB,8.98
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,0.25,$M_FOB,8.98
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,1.96,$M_FOB,8.98
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,0.81,$M_FOB,8.98
Angamos,port,-23.1,-70.42,India,country,19.08,72.88,port_to_country,iodine,Iodine,,99.34,$M_FOB,215.25
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,iodine,Iodine,,6.04,$M_FOB,215.25
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,iodine,Iodine,,46.88,$M_FOB,215.25
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,iodine,Iodine,,19.49,$M_FOB,215.25
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,3.73,$M_FOB,8.08
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,0.23,$M_FOB,8.08
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,1.76,$M_FOB,8.08
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,0.73,$M_FOB,8.08
Angamos,port,-23.1,-70.42,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,5.93,$M_FOB,12.84
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,0.36,$M_FOB,12.84
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,2.8,$M_FOB,12.84
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,1.16,$M_FOB,12.84
Caldera,port,-27.07,-70.82,China,country,31.23,121.47,port_to_country,iron_ore,Iron,,630261536.51,$FOB,630261536.51
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,borate,Boron,,2477016.0,$FOB,2477016.0
Angamos,port,-23.1,-70.42,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,515569.68,$FOB,515569.68
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,459121.74,$FOB,459121.74
Angamos,port,-23.1,-70.42,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,121897.0,$FOB,121897.0
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,,3863845.39,$FOB,3863845.39
Angamos,port,-23.1,-70.42,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,845530.42,$FOB,845530.42
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,,1124070.13,$FOB,1124070.13
Antofagasta (ATI),port,-23.65,-70.4,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,,22860.0,$FOB,22860.0
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,166039.0,$FOB,166039.0
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,,544482.62,$FOB,544482.62
Iquique,port,-20.21,-70.15,Bulgaria,country,42.7,23.32,port_to_country,nitrate,Nitrate,,73324.41,$FOB,73324.41
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,nitrate,Nitrate,,17470.24,$FOB,17470.24
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,,757704.54,$FOB,757704.54
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,,280030.32,$FOB,280030.32
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,,182422.15,$FOB,182422.15
Iquique,port,-20.21,-70.15,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,,455933.4,$FOB,455933.4
Iquique,port,-20.21,-70.15,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,,63549.17,$FOB,63549.17
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,,414486.34,$FOB,414486.34
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,,265350.0,$FOB,265350.0
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,,3482452.67,$FOB,3482452.67
Iquique,port,-20.21,-70.15,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,,2331172.54,$FOB,2331172.54
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,,13817215.62,$FOB,13817215.62
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,,383632.0,$FOB,383632.0
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,perrhenate,Rhenium,,2342702.55,$FOB,2342702.55
San Antonio,port,-33.59,-71.62,France,country,48.86,2.35,port_to_country,perrhenate,Rhenium,,3395655.4,$FOB,3395655.4
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,perrhenate,Rhenium,,1573608.87,$FOB,1573608.87
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,perrhenate,Rhenium,,151538.32,$FOB,151538.32
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,perrhenate,Rhenium,,24520.86,$FOB,24520.86
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,perrhenate,Rhenium,,1136989.3,$FOB,1136989.3
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,perrhenate,Rhenium,,1660395.49,$FOB,1660395.49
