FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM
Ventanas,port,-32.74,-71.49,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Altonorte smelter,smelter,-23.78,-70.31,Mejillones,port,-23.1,-70.45,smelter_to_port,blister,Copper,76.9
Chagres smelter (anodes and blister),smelter,-32.78,-70.97,Ventanas,port,-32.74,-71.49,smelter_to_port,blister,Copper,48.8
Chuquicamata SX-EW plant (oxide) and smelter,smelter,-22.32,-68.93,Angamos,port,-23.1,-70.42,smelter_to_port,cathode,Copper,175.7
Chuquicamata SX-EW plant (oxide) and smelter,smelter,-22.32,-68.93,Mejillones,port,-23.1,-70.45,smelter_to_port,cathode,Copper,178.4
El Teniente plant,smelter,-34.12,-70.48,San Antonio,port,-33.59,-71.62,smelter_to_port,cathode,Copper,120.6
El Teniente plant,smelter,-34.12,-70.48,Ventanas,port,-32.74,-71.49,smelter_to_port,cathode,Copper,179.8
Hernán Videla Lira smelter,smelter,-27.37,-70.3,Barquito,port,-27.07,-70.84,smelter_to_port,blister,Copper,63.0
Hernán Videla Lira smelter,smelter,-27.37,-70.3,Caldera,port,-27.07,-70.82,smelter_to_port,blister,Copper,61.3
Potrerillos SX-EW refinery and smelter,smelter,-26.39,-69.46,Barquito,port,-27.07,-70.84,smelter_to_port,cathode,Copper,156.5
Al Elbra SX-EW plant,sx_ew,-21.9859,-68.6886,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,216.7
Antucoya SX-EW plant,sx_ew,-22.6298,-69.8832,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,75.9
Cerro Colorado SX-EW plant,sx_ew,-20.0624,-69.2663,Iquique,port,-20.21,-70.15,sxew_to_port,cathode_sxew,Copper,93.7
Chuquicamata Mine (plant to acid-leach fine copper),sx_ew,-22.3013,-68.8404,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,184.8
Collahuasi SX-EW plant,sx_ew,-20.9779,-68.6315,Iquique,port,-20.21,-70.15,sxew_to_port,cathode_sxew,Copper,179.6
Dos Amigos SX-EW plant,sx_ew,-28.9869,-70.8859,Barquito,port,-27.07,-70.84,sxew_to_port,cathode_sxew,Copper,213.2
El Soldado SX-EW plant,sx_ew,-32.6593,-71.1448,Ventanas,port,-32.74,-71.49,sxew_to_port,cathode_sxew,Copper,33.5
El Tesoro SX-EW plant,sx_ew,-22.9277,-69.0976,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,136.7
Escondida oxide plant for cathode production (SX-EW),sx_ew,-24.2536,-69.1008,Antofagasta (ATI),port,-23.65,-70.4,sxew_to_port,cathode_sxew,Copper,148.1
Escondida sulfide-leach plant for cathode production,sx_ew,-24.2601,-68.9925,Antofagasta (ATI),port,-23.65,-70.4,sxew_to_port,cathode_sxew,Copper,158.3
Franke SX-EW Plant,sx_ew,-25.8334,-69.8639,Barquito,port,-27.07,-70.84,sxew_to_port,cathode_sxew,Copper,168.4
Gabriela Mistral SX-EW plant,sx_ew,-23.4173,-68.7838,Antofagasta (ATI),port,-23.65,-70.4,sxew_to_port,cathode_sxew,Copper,166.8
La Cascada SX-EW plant,sx_ew,-20.1873,-69.3329,Iquique,port,-20.21,-70.15,sxew_to_port,cathode_sxew,Copper,85.3
Lomas Bayas SX-EW plant,sx_ew,-23.4318,-69.5017,Antofagasta (ATI),port,-23.65,-70.4,sxew_to_port,cathode_sxew,Copper,94.7
Los Bronces (Tortolas) SX-EW plant (cathodes),sx_ew,-33.1409,-70.7086,Ventanas,port,-32.74,-71.49,sxew_to_port,cathode_sxew,Copper,85.5
Mantos Blancos SX-EW plant,sx_ew,-23.4397,-70.0734,Antofagasta (ATI),port,-23.65,-70.4,sxew_to_port,cathode_sxew,Copper,40.7
Mantos de la Luna SX-EW plant,sx_ew,-22.3851,-70.1782,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,83.3
Mantoverde SX-EW plant,sx_ew,-26.5615,-70.3253,Barquito,port,-27.07,-70.84,sxew_to_port,cathode_sxew,Copper,76.2
Michilla SX-EW/sulfide-leaching plant,sx_ew,-22.6791,-70.1883,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,52.5
Quebrada Blanca SX-EW plant,sx_ew,-21.0027,-68.7964,Iquique,port,-20.21,-70.15,sxew_to_port,cathode_sxew,Copper,166.2
Radomiro Tomic SX-EW plant,sx_ew,-22.1927,-68.8674,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,188.6
SX-EW plant,sx_ew,-30.261,-71.0917,Ventanas,port,-32.74,-71.49,sxew_to_port,cathode_sxew,Copper,278.2
Spence SX-EW plant,sx_ew,-22.8015,-69.2818,Angamos,port,-23.1,-70.42,sxew_to_port,cathode_sxew,Copper,121.2
Tres Valles SX-EW plant,sx_ew,-31.7364,-71.0165,Ventanas,port,-32.74,-71.49,sxew_to_port,cathode_sxew,Copper,120.2
Zaldívar SX-EW plant,sx_ew,-24.201,-69.0689,Antofagasta (ATI),port,-23.65,-70.4,sxew_to_port,cathode_sxew,Copper,148.5
