Nitrate_Resource,COMMTYPE,LONGITUD,COMBINACION_CRITICO,CRITICO_3,Iodine_Resource,ESTADO_DEPOSITO,Molybdenum_Reserve,OPERATOR_NAME,ECAP,DDLAT,Rare Earths_Resource,COMUNA,Potassium_Reserve,ANNCAP,Titanium_Resource,OWNER_NAME,CRITICO_1,NOMBRE_DEPOSITO,OrdFranj,PROVINCIA,OPERATOR,FACTYPE,STATUS,OWNER,COUNTRY,ADM1,LOCACC,ELEVACION,LATITUD,YEAR,OTROS_NOMBRES,Lithium_Reserve,LOCDESC,PRIMARY_COMMODITY,DDLONG,Manganese_Resource,MIN_PROD,Copper_Reserve,SOURCEID,FACILITY_TYPE,OrdReg,ISO_CC,ID,MULTI_PROD,FACID_NUM,Iron_Reserve,REGION,Cobalt_Resource,Iron_Resource,FACILITY_NAME,UNITS,COMMODITY,Potassium_Resource,MODELO_DEPOSITO,Silver_Reserve,Zinc_Resource,MULTI_COMM,FACID,Gold_Resource,Boron_Resource,VALOR_DATO,ID_SIA_YACIMIENTO,ID_ATLAS_FAENA,Copper_Resource,Molybdenum_Resource,Lithium_Resource,Iodine_Reserve,SISTEMA_MINERAL,Boron_Reserve,SOURCE,COMB_CRIT_COD,ALL_COMMODITIES_RAW,FRANJA_METALOGENICA,Gold_Reserve,OTROS_CRITICOS,COMBOCAP,ROWID,OBJECTID,GRUPO_MODELO,CRITICO_2,LOCNAME,Nitrate_Reserve,Zinc_Reserve,REFERENCIA,CAPACITY_UNITS,Silver_Resource,COMMENTS,CRITICO_4,CAPACITY,N_COMMODITIES,COMMODITY_LIST_STR
,Metal,-71.0265,,,,,,Minera Florida S.A. ,,-34.0348,,,,,,"Yamana Gold Inc., 100%",,,,,Minera Florida S.A. ,P,Active,"Yamana Gold Inc., 100%",Chile,Santiago,E,,-34.0348,2014,,,"Minera Florida Mine and concentration plant, Santiago Metropolitan Region",Lead,-71.0265,,Lead (mine output),,"769, 1843",Concentrator,,CL,,,206,,Santiago,,,Minera Florida concentration plant,,Lead,,,,,Y,CL206,,,,,,,,,,,,USGS_MINFAC_2017,,Lead,,,,,732,,,,Minera Florida concentration plant,,,,,,,,,1,Lead
,Metal,-71.0265,,,,,,Minera Florida S.A. ,e,-34.0348,,,,"31,000",,"Yamana Gold Inc., 100%",,,,,Minera Florida S.A. ,P,Active,"Yamana Gold Inc., 100%",Chile,Santiago,E,,-34.0348,2014,,,"Minera Florida Mine and concentration plant, Santiago Metropolitan Region",Silver,-71.0265,,Silver,,"766, 1841",Concentrator,,CL,,,206,,Santiago,,,Minera Florida concentration plant,kg,Silver,,,,,Y,CL206,,,,,,,,,,,,USGS_MINFAC_2017,,Silver,,,,***CL206-207,733,,,,Minera Florida concentration plant,,,,kg,,,,"31,000",1,Silver
,Metal,-71.0265,,,,,,Minera Florida S.A. ,e,-34.0348,,,,"6,500",,"Yamana Gold Inc., 100%",,,,,Minera Florida S.A. ,P,Active,"Yamana Gold Inc., 100%",Chile,Santiago,E,,-34.0348,2014,,,"Minera Florida Mine and concentration plant, Santiago Metropolitan Region",Zinc,-71.0265,,Concentrate,,"767, 1842",Concentrator,,CL,,,206,,Santiago,,,Minera Florida concentration plant,mt,Zinc,,,,,Y,CL206,,,,,,,,,,,,USGS_MINFAC_2017,,Zinc,,,,***CL206-207,734,,,,Minera Florida concentration plant,,,,mt,,,,"6,500",1,Zinc
,Metal,-68.6272,,,,,,Compañía Minera Doña Inés de Collahuasi SCM ,e,-20.9761,,,,"6,000",,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",,,,,Compañía Minera Doña Inés de Collahuasi SCM ,P,Active,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Chile,Tarapacá,E,,-20.9761,2014,,,"Collahuasi Mine and molybdenum plant, Tarapacá (Region I)",Molybdenum,-68.6272,,Molybdenum (mine output),,575,Processing Plant,,CL,,,54,,Tarapacá,,,Molybdenum plant,mt,Molybdenum,,,,,,CL54,,,,,,,,,,,,USGS_MINFAC_2017,,Molybdenum,,,,***CL53-54,743,,,,Molybdenum plant,,,,mt,,,,"6,000",1,Molybdenum
,Metal,-70.7441,,,,,,Molibdenos y Metales S.A. (MOLYMET),e,-33.6065,,,,25,,"Private, 100%",,,,,Molibdenos y Metales S.A. (MOLYMET),P,Active,"Private, 100%",Chile,Santiago,E,,-33.6065,2014,,,"Nos plant, San Bernardo, 30 kilometers south of Santiago, Santiago Metropolitan Region",Ferroalloys,-70.7441,,Ferroalloys (ferromolybdenum),,780,Processing Plant,,CL,,,213,,Santiago,,,Nos plant,tmt,Ferroalloys,,,,,Y,CL213,,,,,,,,,,,,USGS_MINFAC_2017,,Ferroalloys,,,,,745,,,,Nos plant,,,,tmt,,,,25,1,Ferroalloys
,Metal,-70.7441,,,,,,Molibdenos y Metales S.A. (MOLYMET),e,-33.6065,,,,"30,000",,"Private, 100%",,,,,Molibdenos y Metales S.A. (MOLYMET),P,Active,"Private, 100%",Chile,Santiago,E,,-33.6065,2014,,,"Nos plant, San Bernardo, 30 kilometers south of Santiago, Santiago Metropolitan Region",Rhenium,-70.7441,,Metal,,"779, 1742",Processing Plant,,CL,,,213,,Santiago,,,Nos plant,kg,Rhenium,,,,,Y,CL213,,,,,,,,,,,,USGS_MINFAC_2017,,Rhenium,,,,,746,,,,Nos plant,,,,kg,,,,"30,000",1,Rhenium
,Industrial,-69.6633,,,,,,SQM Químicos S.A. ,e,-20.9592,,,,"13,300",,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Químicos S.A. ,P,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Tarapacá,E,,-20.9592,2014,,,"Nueva Victoria Mine and plant and Iris plant, Tarapacá (Region I); El Toco Mine and María Elena plant; and Pampa Blanca and Pedro de Valdivia Mines and plants, Antofagasta (Region II)",Iodine,-69.6633,,Iodine,,785,Processing Plant,,CL,,,218,,Tarapacá,,,Nueva Victoria plant,mt,Iodine,,,,,,CL218,,,,,,,,,,,,USGS_MINFAC_2017,,Iodine,,,,***CL214-220,749,,,,Nueva Victoria plant,,,,mt,,,,"13,300",1,Iodine
,Metal,-70.3172,,,,,,Empresa Nacional de Minería (ENAMI),e,-26.4196,,,,180,,"Government, 100%",,,,,Empresa Nacional de Minería (ENAMI),P,Active,"Government, 100%",Chile,Atacama,E,,-26.4196,2014,,,"Concentration plants: Manuel Antonio Matta, Paipote; Osvaldo Martínez, El Salado; and Vallenar, Atacama (Region III); and José Antonio Moreno, Taltal, Antofagasta (Region II)",Copper,-70.3172,,Copper,,"585, 1866",Processing Plant,,CL,,,61,,Atacama,,,Osvaldo Martínez,tmt,Copper,,,,,,CL61,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,***CL59-62,758,,,,Osvaldo Martínez,,,,tmt,,,,180,1,Copper
,Metal,-70.3172,,,,,,Empresa Nacional de Minería (ENAMI),e,-26.4196,,,,400,,"Government, 100%",,,,,Empresa Nacional de Minería (ENAMI),P,Active,"Government, 100%",Chile,Atacama,E,,-26.4196,2014,,,"Manuel Antonio Matta plant, Paipote; Osvaldo Martínez plant, El Salado; and Vallenar plant, Atacama (Region III); and José Antonio Moreno plant, Taltal, Antofagasta (Region II)",Gold,-70.3172,,Gold,,"709, 1867",Processing Plant,,CL,,,154,,Atacama,,,Osvaldo Martínez plant,kg,Gold,,,,,Y,CL154,,,,,,,,,,,,USGS_MINFAC_2017,,Gold,,,,***CL152-155,759,,,,Osvaldo Martínez plant,,,,kg,,,,400,1,Gold
,Metal,-70.3172,,,,,,Empresa Nacional de Minería (ENAMI),e,-26.4196,,,,"6,000",,"Government, 100%",,,,,Empresa Nacional de Minería (ENAMI),P,Active,"Government, 100%",Chile,Atacama,E,,-26.4196,2014,,,"Manuel Antonio Matta plant, Paipote; Osvaldo Martínez plant, El Salado; Vallenar plant, Atacama (Region III); and José Antonio Moreno plant, Taltal, Antofagasta (Region II)",Silver,-70.3172,,Silver,,"713, 1868",Processing Plant,,CL,,,154,,Atacama,,,Osvaldo Martínez plant,kg,Silver,,,,,Y,CL154,,,,,,,,,,,,USGS_MINFAC_2017,,Silver,,,,***CL156-159,760,,,,Osvaldo Martínez plant,,,,kg,,,,"6,000",1,Silver
,Industrial,-71.4618,,,,,,Minera Trucco Ltda.,,-31.0252,,,,,,Minera Trucco Ltda.,,,,,Minera Trucco Ltda.,P,Active,Minera Trucco Ltda.,Chile,Coquimbo,E,,-31.0252,2014,,,"Mine and plant, Santiago Metropolitan Region",Calcium Carbonate,-71.4618,,Calcium carbonate (natural),,752,Processing Plant,,CL,,,193,,Coquimbo,,,Plant,,Calcium carbonate,,,,,,CL193,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,768,,,,Plant,,,,,,,,,1,Calcium Carbonate
,Metal,-70.8762,,,,,,Compañía Minera Cerro Negro,e,-32.5838,,,,200,,Compañía Minera Cerro Negro,,,,,Compañía Minera Cerro Negro,P,Active,Compañía Minera Cerro Negro,Chile,Valparaíso,E,,-32.5838,2014,,,"Portales Mine and a plant at Cabildo, Valparaíso (Region V)",Copper,-70.8762,,Copper sulfate,,823,Processing Plant,,CL,,,250,,Valparaíso,,,Plant at Cabildo,mt,Copper,,,,,,CL250,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,***CL250-251,769,,,,Plant at Cabildo,,,,mt,,,,200,1,Copper
,Industrial,-68.8081,,,,,,Canteras de Atacama S.A.,e,-22.4494,,,,"6,000",,Canteras de Atacama S.A.,,,,,Canteras de Atacama S.A.,P,Active,Canteras de Atacama S.A.,Chile,Antofagasta,E,,-22.4494,2014,,,"Quarry and plant at Calama, Antofagasta (Region II)",Travertine,-68.8081,,Travertine (dimension stone),,837,Processing Plant,,CL,,,264,,Antofagasta,,,Plant at Calama,mt,Travertine,,,,,,CL264,,,,,,,,,,,,USGS_MINFAC_2017,,Travertine,,,,***CL264-265,770,,,,Plant at Calama,,,,mt,,,,"6,000",1,Travertine
,Industrial,-70.6967,,,,,,César B. Formas Ortiz S.A.,,-26.5391,,,,,,César B. Formas Ortiz S.A.,,,,,César B. Formas Ortiz S.A.,P,Active,César B. Formas Ortiz S.A.,Chile,Atacama,E,,-26.5391,2014,,,"Plant at Chañaral, Atacama (Region III) ",Calcium Carbonate,-70.6967,,Calcium carbonate (natural),,799,Processing Plant,,CL,,,229,,Atacama,,,Plant at Chañaral,,Calcium carbonate,,,,,,CL229,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,771,,,,Plant at Chañaral,,,,,,,,,1,Calcium Carbonate
,Industrial,-72.4594,,,,,,SLM Santa Dorila de las Arenitas,e,-35.4391,,,,250,,SLM Santa Dorila de las Arenitas,,,,,SLM Santa Dorila de las Arenitas,P,Active,SLM Santa Dorila de las Arenitas,Chile,Maule,E,,-35.4391,2014,,,"Mine and plant at Constitucion, Maule (Region VII)",Silica,-72.4594,,Silica (quartz),,722,Processing Plant,,CL,,,167,,Maule,,,Plant at Constitucion,tmt,Silica,,,,,,CL167,,,,,,,,,,,,USGS_MINFAC_2017,,Silica,,,,***CL166-167,772,,,,Plant at Constitucion,,,,tmt,,,,250,1,Silica
,Industrial,-71.4419,,,,,,Sociedad Minera y Comercial Alegría y Cia Ltda.,,-30.2393,,,,,,Sociedad Minera y Comercial Alegría y Cia Ltda.,,,,,Sociedad Minera y Comercial Alegría y Cia Ltda.,P,Active,Sociedad Minera y Comercial Alegría y Cia Ltda.,Chile,Coquimbo,E,,-30.2393,2014,,,Mine and plant at Coquimbo (Region IV),Calcium Carbonate,-71.4419,,Calcium carbonate (natural),,724,Processing Plant,,CL,,,169,,Coquimbo,,,Plant at Coquimbo (Region IV),,Calcium carbonate,,,,,,CL169,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,773,,,,Plant at Coquimbo (Region IV),,,,,,,,,1,Calcium Carbonate
,Industrial,-70.0338,,,,,,Inversiones Alpina Ltda.,,-20.8652,,,,,,Inversiones Alpina Ltda.,,,,,Inversiones Alpina Ltda.,P,Active,Inversiones Alpina Ltda.,Chile,Tarapacá,E,,-20.8652,2014,,,"Mine in the Salar Grande Irlanda and plant at Iquique, Tarapacá (Region I)",Salt,-70.0338,,Salt,,"762, 1783",Processing Plant,,CL,,,202,,Tarapacá,,,Plant at Iquique Region I,,Salt,,,,,,CL202,,,,,,,,,,,,USGS_MINFAC_2017,,Salt,,,,,774,,,,Plant at Iquique Region I,,,,,,,,,1,Salt
,Industrial,-71.263,,,,,,Mario Alberto Pizarro A.S.A.,,-31.2085,,,,,,Mario Alberto Pizarro A.S.A.,,,,,Mario Alberto Pizarro A.S.A.,P,Active,Mario Alberto Pizarro A.S.A.,Chile,Coquimbo,E,,-31.2085,2014,,,"Plant at Los Vilos, Coquimbo (Region IV)",Calcium Carbonate,-71.263,,Calcium carbonate (natural),,800,Processing Plant,,CL,,,230,,Coquimbo,,,Plant at Los Vilos,,Calcium carbonate,,,,,Y,CL230,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,775,,,,Plant at Los Vilos,,,,,,,,,1,Calcium Carbonate
,Industrial,-71.1239,,,,,,Mario Alberto Pizarro A.S.A.,e,-31.0558,,,,600,,Mario Alberto Pizarro A.S.A.,,,,,Mario Alberto Pizarro A.S.A.,P,Active,Mario Alberto Pizarro A.S.A.,Chile,Coquimbo,E,,-31.0558,2014,,,"Plant at Los Vilos, Coquimbo (Region IV)",Kaolin,-71.1239,,Kaolin,,801,Processing Plant,,CL,,,230,,Coquimbo,,,Plant at Los Vilos,mt,Kaolin,,,,,Y,CL230,,,,,,,,,,,,USGS_MINFAC_2017,,Kaolin,,,,,776,,,,Plant at Los Vilos,,,,mt,,,,600,1,Kaolin
,Industrial,-71.2022,,,,,,Mario Alberto Pizarro A.S.A.,e,-31.068,,,,"1,000",,Mario Alberto Pizarro A.S.A.,,,,,Mario Alberto Pizarro A.S.A.,P,Active,Mario Alberto Pizarro A.S.A.,Chile,Coquimbo,E,,-31.068,2014,,,"Plant at Los Vilos, Coquimbo (Region IV)",Pyrophyllite,-71.2022,,Pyrophyllite,,802,Processing Plant,,CL,,,230,,Coquimbo,,,Plant at Los Vilos,mt,Pyrophyllite,,,,,Y,CL230,,,,,,,,,,,,USGS_MINFAC_2017,,Pyrophyllite,,,,,777,,,,Plant at Los Vilos,,,,mt,,,,"1,000",1,Pyrophyllite
,Metal,-71.215,,,,,,Soprocal Calerías e Industrias S.A.,e,-33.6775,,,,165,,Soprocal Calerías e Industrias S.A.,,,,,Soprocal Calerías e Industrias S.A.,P,Active,Soprocal Calerías e Industrias S.A.,Chile,Santiago,E,,-33.6775,2014,,,"Plant at Melipilla, Santiago Metropolitan Region",Lime,-71.215,,Lime (hydraulic),,803,Processing Plant,,CL,,,231,,Santiago,,,Plant at Melipilla,tmt,Lime,,,,,,CL231,,,,,,,,,,,,USGS_MINFAC_2017,,Lime,,,,,778,,,,Plant at Melipilla,,,,tmt,,,,165,1,Lime
,Industrial,-70.3086,,,,,,Celite Chile Ltda. ,e,-18.4104,,,,30,,"IMERYS S.A., 100%",,,,,Celite Chile Ltda. ,P,Active,"IMERYS S.A., 100%",Chile,Arica y Parinacota,E,,-18.4104,2014,,,"Plant at Port of Arica, and mining operations nearby in Regions I and XV",Diatomite,-70.3086,,Diatomite,,805,Processing Plant,,CL,,,233,,Arica y Parinacota,,,Plant at Port of Arica,tmt,Diatomite,,,,,,CL233,,,,,,,,,,,,USGS_MINFAC_2017,,Diatomite,,,,***CL232-233,779,,,,Plant at Port of Arica,,,,tmt,,,,30,1,Diatomite
,Industrial,-70.2593,,,,,,SQM Salar S.A. ,e,-23.6414,,,,"48,000",,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Salar S.A. ,B,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-23.6414,2014,,,"Plant at Salar del Carmen, near the city of Antofagasta, Antofagasta (Region II)",Lithium,-70.2593,,Lithium carbonate,,806,Processing Plant,,CL,,Y,234,,Antofagasta,,,Plant at Salar del Carmen,mt,Lithium,,,,,,CL234,,,,,,,,,,,,USGS_MINFAC_2017,,Lithium,,,,,780,,,,Plant at Salar del Carmen,,,,mt,,,,"48,000",1,Lithium
,Industrial,-70.2593,,,,,,SQM Salar S.A. ,,-23.6414,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Salar S.A. ,B,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-23.6414,2014,,,"Plant at Salar del Carmen, near the city of Antofagasta, Antofagasta (Region II)",Lithium,-70.2593,,Lithium chloride,,807,Processing Plant,,CL,,Y,234,,Antofagasta,,,Plant at Salar del Carmen,,Lithium,,,,,,CL234,,,,,,,,,,,,USGS_MINFAC_2017,,Lithium,,,,,781,,,,Plant at Salar del Carmen,,,,,,,,,1,Lithium
,Industrial,-70.2749,,,,,,Compañía Minera Feltre Ltda.,,-28.823,,,,,,Compañía Minera Feltre Ltda.,,,,,Compañía Minera Feltre Ltda.,P,Active,Compañía Minera Feltre Ltda.,Chile,Atacama,E,,-28.823,2014,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-70.2749,,Calcium carbonate (natural),,808,Processing Plant,,CL,,,235,,Atacama,,,Plant at Santiago,,Calcium carbonate,,,,,,CL235,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,782,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate
,Industrial,-71.096,,,,,,Compañía Minera Saturno Ltda.,,-29.8408,,,,,,Compañía Minera Saturno Ltda.,,,,,Compañía Minera Saturno Ltda.,P,Active,Compañía Minera Saturno Ltda.,Chile,Coquimbo,E,,-29.8408,2014,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-71.096,,Calcium carbonate (natural),,809,Processing Plant,,CL,,,236,,Coquimbo,,,Plant at Santiago,,Calcium carbonate,,,,,,CL236,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,783,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate
,Industrial,-72.5964,,,,,,Cristalerías Toro S.A.I.C.,,-35.5637,,,,,,Cristalerías Toro S.A.I.C.,,,,,Cristalerías Toro S.A.I.C.,P,Active,Cristalerías Toro S.A.I.C.,Chile,Maule,E,,-35.5637,2014,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-72.5964,,Calcium carbonate (natural),,"810, 1784",Processing Plant,,CL,,,237,,Maule,,,Plant at Santiago,,Calcium carbonate,,,,,,CL237,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,784,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate
,Industrial,-71.0102,,,,,,Unimin Chile Ltda.,,-27.7598,,,,,,Unimin Chile Ltda.,,,,,Unimin Chile Ltda.,P,Active,Unimin Chile Ltda.,Chile,Atacama,E,,-27.7598,2014,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-71.0102,,Calcium carbonate (natural),,811,Processing Plant,,CL,,,238,,Atacama,,,Plant at Santiago,,Calcium carbonate,,,,,,CL238,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,785,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate
,Industrial,-70.8243,,,,,,Harborlite Chile Ltda. ,,-33.4035,,,,,,"IMERYS S.A., 100%",,,,,Harborlite Chile Ltda. ,P,Active,"IMERYS S.A., 100%",Chile,Santiago,E,,-33.4035,2014,,,"Laguna del Maule Mine at Talca, Maule (Region VII), and plant at Santiago, Santiago Metropolitan Region",Pumicite,-70.8243,,Pumicite (including pozzolan),,678,Processing Plant,,CL,,,135,,Santiago,,,Plant at Santiago,,Pumicite,,,,,,CL135,,,,,,,,,,,,USGS_MINFAC_2017,,Pumicite,,,,,786,,,,Plant at Santiago,,,,,,,,,1,Pumicite
,Industrial,-70.7167,,,,,,Empresas El Melón S.A.,e,-33.5401,,,,"1,200",,Empresas El Melón S.A.,,,,,Empresas El Melón S.A.,P,Active,Empresas El Melón S.A.,Chile,Santiago,E,,-33.5401,2014,,,"Quarry at Rinconada Lo Vial near Maipu, and plant at Santiago, Santiago Metropolitan Region",Pumicite,-70.7167,,Pumicite (including pozzolan),,866,Processing Plant,,CL,,,289,,Santiago,,,Plant at Santiago,tmt,Pumicite,,,,,,CL289,,,,,,,,,,,,USGS_MINFAC_2017,,Pumicite,,,,***CL289-290,787,,,,Plant at Santiago,,,,tmt,,,,"1,200",1,Pumicite
,Industrial,-70.4281,,,,,,Minera Río Teno S.A. ,,-35.0098,,,,,,"Cementos Bío Bío S.A., 100%",,,,,Minera Río Teno S.A. ,P,Active,"Cementos Bío Bío S.A., 100%",Chile,Maule,E,,-35.0098,2014,,,"Quarry and plant at Teno, near Curico, Maule (Region VII)",Calcium Carbonate,-70.4281,,Calcium carbonate (natural),,839,Processing Plant,,CL,,,266,,Maule,,,Plant at Teno,,Calcium carbonate,,,,,,CL266,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,788,,,,Plant at Teno,,,,,,,,,1,Calcium Carbonate
,Industrial,-70.8963,,,,,,Minera Lealtad Ltda.,,-33.0881,,,,,,Minera Lealtad Ltda.,,,,,Minera Lealtad Ltda.,P,Active,Minera Lealtad Ltda.,Chile,Santiago,E,,-33.0881,2014,,,"Mine and plant at Til Til, Santiago Metropolitan Region",Kaolin,-70.8963,,Kaolin,,726,Processing Plant,,CL,,,171,,Santiago,,,Plant at Til Til,,Kaolin,,,,,,CL171,,,,,,,,,,,,USGS_MINFAC_2017,,Kaolin,,,,,789,,,,Plant at Til Til,,,,,,,,,1,Kaolin
,Industrial,-75.344,,,,,,Imopac Ltda.,,-50.3586,,,,,,Imopac Ltda.,,,,,Imopac Ltda.,P,Active,Imopac Ltda.,Chile,Atacama,E,,-50.3586,2014,,,"Plant at Vallenar, Atacama (Region III)",Calcium Carbonate,-75.344,,Calcium carbonate (natural),,812,Processing Plant,,CL,,,239,,Atacama,,,Plant at Vallenar,,Calcium carbonate,,,,,,CL239,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,790,,,,Plant at Vallenar,,,,,,,,,1,Calcium Carbonate
,Industrial,-70.7417,,,,,,Sociedad Contractual Minera Pirineos ,,-28.537,,,,,,Sociedad Contractual Minera Pirineos ,,,,,Sociedad Contractual Minera Pirineos ,MP,Active,Sociedad Contractual Minera Pirineos ,Chile,Atacama,E,,-28.537,2014,,,"Quarry and plant at Vallenar, Atacama (Region III)",Calcium Carbonate,-70.7417,,Calcium carbonate (natural),,842,Processing Plant,,CL,,,269,,Atacama,,,Plant at Vallenar,,Calcium carbonate,,,,,,CL269,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,791,,,,Plant at Vallenar,,,,,,,,,1,Calcium Carbonate
,Industrial,-69.8671,,,,,,Atacama Minerals Chile Minera ,e,-24.1357,,,,"2,200",,SCM Bullmine and RB Energy,,,,,Atacama Minerals Chile Minera ,P,Active,SCM Bullmine and RB Energy,Chile,Antofagasta,E,,-24.1357,2014,,,"Mine and plant in Aguas Blancas, Antofagasta (Region II)",Iodine,-69.8671,,Iodine,,"728, 1629",Processing Plant,,CL,,,173,,Antofagasta,,,Plant in Aguas Blancas,mt,Iodine,,,,,,CL173,,,,,,,,,,,,USGS_MINFAC_2017,,Iodine,,,,***CL172-173,792,,,,Plant in Aguas Blancas,,,,mt,,,,"2,200",1,Iodine
,Industrial,-68.823,,,,,,Andes Travertine & Stones S.A.,,-22.4495,,,,,,Andes Travertine & Stones S.A.,,,,,Andes Travertine & Stones S.A.,P,Active,Andes Travertine & Stones S.A.,Chile,Antofagasta,E,,-22.4495,2014,,,Quarry and plant in Antofagasta (Region II),Travertine,-68.823,,Travertine (dimension stone),,846,Processing Plant,,CL,,,271,,Antofagasta,,,Plant in Antofagasta (Region II),,Travertine,,,,,,CL271,,,,,,,,,,,,USGS_MINFAC_2017,,Travertine,,,,,793,,,,Plant in Antofagasta (Region II),,,,,,,,,1,Travertine
,Industrial,-70.2769,,,,,,Compañía Minera Feltre Ltda.,e,-28.8282,,,,"1,400",,Compañía Minera Feltre Ltda.,,,,,Compañía Minera Feltre Ltda.,P,Active,Compañía Minera Feltre Ltda.,Chile,Atacama,E,,-28.8282,2014,,,Quarry and plant in Atacama (Region III),Marble,-70.2769,,Marble (dimension stone),,844,Processing Plant,,CL,,,273,,Atacama,,,Plant in Atacama (Region III),mt,Marble,,,,,,CL273,,,,,,,,,,,,USGS_MINFAC_2017,,Marble,,,,***CL273-274,794,,,,Plant in Atacama (Region III),,,,mt,,,,"1,400",1,Marble
,Metal,-73.1295,,,,,,Cía. Siderúrgica Huachipato S.A. ,e,-36.7495,,,,"1,200",,"Subsidiary of CAP S.A. (private, 100%)",,,,,Cía. Siderúrgica Huachipato S.A. ,P,Active,"Subsidiary of CAP S.A. (private, 100%)",Chile,Biobío,E,,-36.7495,2014,,,"Plant in Bahia de San Vicente, Biobío (Region VIII), 14 kilometers northeast of Concepcion",Iron,-73.1295,,Pig iron,,813,Processing Plant,,CL,,,240,,Biobío,,,Plant in Bahia de San Vicente,tmt,Iron and steel,,,,,,CL240,,,,,,,,,,,,USGS_MINFAC_2017,,Iron and steel,,,,,795,,,,Plant in Bahia de San Vicente,,,,tmt,,,,"1,200",1,Iron
,Metal,-71.2918,,,,,,Manganesos Atacama S.A. ,e,-29.9512,,,,"10,000",,"Subsidiary of CAP S.A. (private, 100%)",,,,,Manganesos Atacama S.A. ,P,Care & Maintenance,"Subsidiary of CAP S.A. (private, 100%)",Chile,Coquimbo,E,,-29.9512,2014,,,Plant in Coquimbo city and mines in Coquimbo (Region IV),Manganese,-71.2918,,Metal,,815,Processing Plant,,CL,,,242,,Coquimbo,,,Plant in Coquimbo city,mt,Manganese,,,,,,CL242,,,,,,,,,,,,USGS_MINFAC_2017,,Manganese,,,,,796,,,,Plant in Coquimbo city,,,,mt,,,,"10,000",1,Manganese
,Industrial,-70.6904,,,,,,S.Q.M. Salar S.A. ,,-33.3889,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,S.Q.M. Salar S.A. ,P,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Santiago,E,,-33.3889,2014,,,Plant in Santiago Metropolitan Region,Boron,-70.6904,,Boron compounds (B2O3 content),,816,Processing Plant,,CL,,,243,,Santiago,,,Plant in Santiago Metropolitan Region,,Boron,,,,,,CL243,,,,,,,,,,,,USGS_MINFAC_2017,,Boron,,,,,797,,,,Plant in Santiago Metropolitan Region,,,,,,,,,1,Boron
,Industrial,-71.5565,,,,,,Minera Pacífico Ltda.,,-33.1913,,,,,,Minera Pacífico Ltda.,,,,,Minera Pacífico Ltda.,P,Active,Minera Pacífico Ltda.,Chile,Valparaíso,E,,-33.1913,2014,,,"Quarries and plants in Libertador General Bernardo O'Higgins (Region VI), and plant in Santiago Metropolitan Region",Feldspar,-71.5565,,Feldspar,,834,Processing Plant,,CL,,,261,,Valparaíso,,,Plant in Santiago Metropolitan Region,,Feldspar,,,,,,CL261,,,,,,,,,,,,USGS_MINFAC_2017,,Feldspar,,,,,798,,,,Plant in Santiago Metropolitan Region,,,,,,,,,1,Feldspar
