Lithium_Resource,ID_ATLAS_FAENA,COMMTYPE,COMMENTS,MULTI_PROD,OrdReg,MODELO_DEPOSITO,FRANJA_METALOGENICA,ECAP,Nitrate_Reserve,Cobalt_Resource,SISTEMA_MINERAL,Potassium_Reserve,COMB_CRIT_COD,SOURCE,ESTADO_DEPOSITO,CRITICO_4,NOMBRE_DEPOSITO,Potassium_Resource,Molybdenum_Reserve,YEAR,LATITUD,Silver_Resource,DDLAT,LOCACC,ISO_CC,Molybdenum_Resource,REGION,FACID_NUM,Nitrate_Resource,MULTI_COMM,OWNER,LOCNAME,Manganese_Resource,Zinc_Reserve,Titanium_Resource,OrdFranj,Boron_Reserve,UNITS,OPERATOR_NAME,Silver_Reserve,Copper_Reserve,Rare Earths_Resource,COMBOCAP,CAPACITY_UNITS,OTROS_NOMBRES,ID,CRITICO_2,LOCDESC,Iron_Resource,VALOR_DATO,CRITICO_3,COUNTRY,FACILITY_TYPE,OPERATOR,DDLONG,PRIMARY_COMMODITY,ROWID,LONGITUD,SOURCEID,FACILITY_NAME,OTROS_CRITICOS,STATUS,CAPACITY,ANNCAP,COMMODITY,Lithium_Reserve,Copper_Resource,Boron_Resource,FACID,Gold_Reserve,ADM1,Iodine_Resource,COMUNA,ELEVACION,Gold_Resource,CRITICO_1,Iron_Reserve,COMBINACION_CRITICO,MIN_PROD,OBJECTID,ID_SIA_YACIMIENTO,PROVINCIA,Iodine_Reserve,Zinc_Resource,GRUPO_MODELO,REFERENCIA,OWNER_NAME,FACTYPE,ALL_COMMODITIES_RAW,N_COMMODITIES
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-45.0341,,-45.0341,E,CL,,Aysén,107,,Y,"Nyrstar NV, 100%",Doña Rosa concentration plant,,,,,,mt,Sociedad Contractual Minera El Toqui Ltda. ,,,,***CL105-106,mt,,,,"El Toqui Mine and Doña Rosa concentration Aysén (Region XI), 120 kilometers north of Coyhaique",,,,Chile,Concentrator,Sociedad Contractual Minera El Toqui Ltda. ,-71.9341,Zinc,575,-71.9341,636,Doña Rosa concentration plant,,Active,"35,000","35,000",Zinc,,,,CL107,,Aysén,,,,,,,,Concentrate,,,,,,,,"Nyrstar NV, 100%",P,Zinc,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-28.9869,,-28.9869,E,CL,,Atacama,321,,Y,CEMIN,Dos Amigos SX-EW plant,,,,,,,CEMIN,,,,,,,,,Dos Amigos Mine and SX-EW plant,,,,Chile,SX-EW Plant,CEMIN,-70.8859,Copper,577,-70.8859,2000,Dos Amigos SX-EW plant,,Active,,,Copper,,,,CL321,,Atacama,,,,,,,,Copper,,,,,,,,CEMIN,P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.6351,,-23.6351,E,CL,,Antofagasta,5,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Dual-use plant at Salar del Carmen,,,,,,tmt,SQM Salar S.A. ,,,,***CL5-6,tmt,,,,"A dual-use plant and three KCl plants at Salar del Carmen, near the city of Antofagasta, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Salar S.A. ,-70.2595,Potash,578,-70.2595,513,Dual-use plant at Salar del Carmen,,Active,"2,600","2,600",Potash,,,,CL5,,Antofagasta,,,,,,,,Potash (KCl and K2SO4) [K2O content],,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Potash,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-28.8028,,-28.8028,E,CL,,Atacama,64,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",El Algarrobito concentration plant,,,,,,tmt,Compañía Minera del Pacífico S.A. (CMP),,,,***CL63-74,tmt,,,,"Cristales and El Algarrobo Mines, El Algarrobito and Huasco concentration plants, Huasco pellets plant, and Los Colorados Mine and concentration plant, Atacama (Region III); El Romeral and El Tofo Mines, and El Romeral concentration and pellet-feed plants, Coquimbo (Region IV); and El Laco concentration plant, Antofagasta (Region II)",,,,Chile,Concentrator,Compañía Minera del Pacífico S.A. (CMP),-70.9839,Iron,580,-70.9839,588,El Algarrobito concentration plant,,Active,"1,300","1,300",Iron and steel,,,,CL64,,Atacama,,,,,,,,Iron ore (Fe content),,,,,,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",P,Iron and steel,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.8435,,-23.8435,E,CL,,Antofagasta,66,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",El Laco concentration plant,,,,,,tmt,Compañía Minera del Pacífico S.A. (CMP),,,,***CL63-74,tmt,,,,"Cristales and El Algarrobo Mines, El Algarrobito and Huasco concentration plants, Huasco pellets plant, and Los Colorados Mine and concentration plant, Atacama (Region III); El Romeral and El Tofo Mines, and El Romeral concentration and pellet-feed plants, Coquimbo (Region IV); and El Laco concentration plant, Antofagasta (Region II)",,,,Chile,Concentrator,Compañía Minera del Pacífico S.A. (CMP),-67.4856,Iron,584,-67.4856,590,El Laco concentration plant,,Active,"1,300","1,300",Iron and steel,,,,CL66,,Antofagasta,,,,,,,,Iron ore (Fe content),,,,,,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",P,Iron and steel,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.4116,,-24.4116,E,CL,,Antofagasta,81,,,"Yamana Gold Inc., 100%",El Peñón concentration plant,,,,,,kg,Minera Meridian Ltda. ,,,,***CL81-82,kg,,,,"El Peñón Mine and concentration plant, Antofagasta (Region II)",,,,Chile,Concentrator,Minera Meridian Ltda. ,-69.4969,Gold,585,-69.4969,605,El Peñón concentration plant,,Active,"10,500","10,500",Gold,,,,CL81,,Antofagasta,,,,,,,,Gold,,,,,,,,"Yamana Gold Inc., 100%",P,Gold,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.4116,,-24.4116,E,CL,,Antofagasta,81,,,"Yamana Gold Inc., 100%",El Peñón concentration plant,,,,,,kg,Minera Meridian Ltds. ,,,,***CL81-82,kg,,,,"El Peñón Mine and concentration plant, Antofagasta (Region II)",,,,Chile,Concentrator,Minera Meridian Ltds. ,-69.4969,Silver,586,-69.4969,606,El Peñón concentration plant,,Active,"300,000","300,000",Silver,,,,CL81,,Antofagasta,,,,,,,,Silver,,,,,,,,"Yamana Gold Inc., 100%",P,Silver,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-29.7282,,-29.7282,E,CL,,Coquimbo,67,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",El Romeral concentration plant,,,,,,tmt,Compañía Minera del Pacífico S.A. (CMP),,,,***CL63-74,tmt,,,,"Cristales and El Algarrobo Mines, El Algarrobito and Huasco concentration plants, Huasco pellets plant, and Los Colorados Mine and concentration plant, Atacama (Region III); El Romeral and El Tofo Mines, and El Romeral concentration and pellet-feed plants, Coquimbo (Region IV); and El Laco concentration plant, Antofagasta (Region II)",,,,Chile,Concentrator,Compañía Minera del Pacífico S.A. (CMP),-71.2317,Iron,590,-71.2317,591,El Romeral concentration plant,,Active,"1,300","1,300",Iron and steel,,,,CL67,,Coquimbo,,,,,,,,Iron ore (Fe content),,,,,,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",P,Iron and steel,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-29.7308,,-29.7308,E,CL,,Coquimbo,69,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",El Romeral pellet-feed plant,,,,,,tmt,Compañía Minera del Pacífico S.A. (CMP),,,,***CL63-74,tmt,,,,"Cristales and El Algarrobo Mines, El Algarrobito and Huasco concentration plants, Huasco pellets plant, and Los Colorados Mine and concentration plant, Atacama (Region III); El Romeral and El Tofo Mines, and El Romeral concentration and pellet-feed plants, Coquimbo (Region IV); and El Laco concentration plant, Antofagasta (Region II)",,,,Chile,Pellet Plant,Compañía Minera del Pacífico S.A. (CMP),-71.2325,Iron,592,-71.2325,"593, 1653",El Romeral pellet-feed plant,,Active,"1,300","1,300",Iron and steel,,,,CL69,,Coquimbo,,,,,,,,Iron ore (Fe content),,,,,,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",P,Iron and steel,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.0866,,-33.0866,E,CL,,Santiago,211,,,Minera San Pedro Ltda.,El Rulo plant at Til-Til,,,,,,tmt,Minera San Pedro Ltda.,,,,,tmt,,,,"Natacha Mine and El Rulo plant at Til-Til, Santiago Metropolitan Region",,,,Chile,Processing Plant,Minera San Pedro Ltda.,-71.0125,Silica,594,-71.0125,777,El Rulo plant at Til-Til,,Active,30,30,Silica,,,,CL211,,Santiago,,,,,,,,Silica (quartz),,,,,,,,Minera San Pedro Ltda.,P,Silica,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-32.6593,,-32.6593,E,CL,,Valparaíso,93,,,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",El Soldado SX-EW plant,,,,,,tmt,Anglo American Sur S.A. ,,,,***CL92-93,tmt,,,,El Soldado Mine (cathode and concentrates) and SX-EW plant Valparaíso (Region V),,,,Chile,SX-EW Plant,Anglo American Sur S.A. ,-71.1448,Copper,598,-71.1448,619,El Soldado SX-EW plant,,Active,50,50,Copper,,,,CL93,,Valparaíso,,,,,,,,Copper,,,,,,,,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.0886,,-34.0886,E,CL,,Libertador General Bernardo O'Higgins,97,,,"Government, 100%",El Teniente plant,,,,,,mt,Corporación Nacional del Cobre (CODELCO),,,,***CL96-97,mt,,,,"El Teniente Mine and plant, Libertador General Bernardo O'Higgins (Region VI)",,,,Chile,Processing Plant,Corporación Nacional del Cobre (CODELCO),-70.4555,Molybdenum,603,-70.4555,623,El Teniente plant,,Active,"6,500","6,500",Molybdenum,,,,CL97,,Libertador General Bernardo O'Higgins,,,,,,,,Molybdenum (mine output),,,,,,,,"Government, 100%",P,Molybdenum,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.9277,,-22.9277,E,CL,,Antofagasta,99,,,"Antofagasta plc, 70%, and Marubeni Corp., 30%",El Tesoro SX-EW plant,,,,,,tmt,Minera El Tesoro S.A. ,,,,***CL98-99,tmt,,,,"El Tesoro open pit mine and SX-EW plant, Antofagasta (Region II)",,,,Chile,SX-EW Plant,Minera El Tesoro S.A. ,-69.0976,Copper,605,-69.0976,"625, 1623",El Tesoro SX-EW plant,,Active,110,110,Copper,,,,CL99,,Antofagasta,,,,,,,,Copper,,,,,,,,"Antofagasta plc, 70%, and Marubeni Corp., 30%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.2628,,-24.2628,E,CL,,Antofagasta,112,,Y,"Minera Escondida Ltda., 100%",Escondida concentrator,,,,,,tmt,Minera Escondida Ltda.,,,,***CL112-115,tmt,,,,"Escondida Mine and concentrators, Antofagasta (Region II)",,,,Chile,Concentrator,Minera Escondida Ltda.,-69.0581,Copper,616,-69.0581,"650, 1640",Escondida concentrator,,Active,"1,300","1,300",Copper,,,,CL112,,Antofagasta,,,,,,,,Copper,,,,,,,,"Minera Escondida Ltda., 100%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.2628,,-24.2628,E,CL,,Antofagasta,112,,Y,"Minera Escondida Ltda., 100%",Escondida concentrator,,,,,,kg,Minera Escondida Ltda.,,,,***CL112-113,kg,,,,"Escondida Mine and concentrators, Antofagasta (Region II)",,,,Chile,Concentrator,Minera Escondida Ltda.,-69.0581,Gold,617,-69.0581,2001,Escondida concentrator,,Active,"4,500","4,500",Gold,,,,CL112,,Antofagasta,,,,,,,,Gold,,,,,,,,"Minera Escondida Ltda., 100%",P,Gold,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.2628,,-24.2628,E,CL,,Antofagasta,112,,Y,"Minera Escondida Ltda., 100%",Escondida concentrator,,,,,,kg,Minera Escondida Ltda.,,,,***CL112-113,kg,,,,"Escondida Mine and concentrators, Antofagasta (Region II)",,,,Chile,Concentrator,Minera Escondida Ltda.,-69.0581,Silver,618,-69.0581,2001,Escondida concentrator,,Active,"180,000","180,000",Silver,,,,CL112,,Antofagasta,,,,,,,,Silver,,,,,,,,"Minera Escondida Ltda., 100%",P,Silver,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.2536,,-24.2536,E,CL,,Antofagasta,114,,,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%",Escondida oxide plant for cathode production (SX-EW),,,,,,tmt,Minera Escondida Ltda. ,,,,***CL112-115,tmt,,,,"Escondida Mine and concentrators, Antofagasta (Region II)",,,,Chile,SX-EW Plant,Minera Escondida Ltda. ,-69.1008,Copper,622,-69.1008,2001,Escondida oxide plant for cathode production (SX-EW),,Active,"1,300","1,300",Copper,,,,CL114,,Antofagasta,,,,,,,,Copper,,,,,,,,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-24.2601,,-24.2601,E,CL,,Antofagasta,115,,,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%",Escondida sulfide-leach plant for cathode production,,,,,,tmt,Minera Escondida Ltda. ,,,,***CL112-115,tmt,,,,"Escondida Mine and concentrators, Antofagasta (Region II)",,,,Chile,Processing Plant,Minera Escondida Ltda. ,-68.9925,Copper,623,-68.9925,2001,Escondida sulfide-leach plant for cathode production,,Active,"1,300","1,300",Copper,,,,CL115,,Antofagasta,,,,,,,,Copper,,,,,,,,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.9998,,-22.9998,E,CL,,Antofagasta,116,,,"Antofagasta plc, 70%, and Marubeni Corp., 30%",Esperanza milling/flotation plant,,,,,,kg,Minera Esperanza S.A. ,,,,***CL116-117,kg,,,,"Esperanza sulfides mine and milling/flotation plant, Antofagasta (Region II)",,,,Chile,Concentrator,Minera Esperanza S.A. ,-69.1036,Gold,624,-69.1036,"655, 1624",Esperanza milling/flotation plant,,Active,"8,000","8,000",Gold,,,,CL116,,Antofagasta,,,,,,,,Gold,,,,,,,,"Antofagasta plc, 70%, and Marubeni Corp., 30%",P,Gold,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.2383,,-34.2383,E,CL,,Libertador General Bernardo O'Higgins,119,,,"Amerigo Resources Ltd., 100%",Facilities near Rancagua,,,,,,tmt,Minera Valle Central S.A. ,,,,,tmt,,,,"Facilities near Rancagua, Libertador General Bernardo O'Higgins (Region VI), to process tailings of the Collahuasi and El Teniente Mines",,,,Chile,Processing Plant,Minera Valle Central S.A. ,-70.685,Copper,628,-70.685,"658, 1738",Facilities near Rancagua,,Active,30,30,Copper,,,,CL119,,Libertador General Bernardo O'Higgins,,,,,,,,Copper,,,,,,,,"Amerigo Resources Ltd., 100%",P,Copper,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2015,-25.8334,,-25.8334,E,CL,,Antofagasta,324,,,"KGHM International Ltd., 100%",Franke SX-EW Plant,,,,,,,Sociedad Contractual Minera Franke ,,,,,,,,,64 km north of Diego de Almagro,,,,Chile,SX-EW Plant,Sociedad Contractual Minera Franke ,-69.8639,Copper,630,-69.8639,2000,Franke SX-EW Plant,,Active,,,Copper,,,,CL324,,Antofagasta,,,,,,,,Cathode,,,,,,,,"KGHM International Ltd., 100%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.4173,,-23.4173,E,CL,,Antofagasta,121,,,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",Gabriela Mistral SX-EW plant,,,,,,tmt,Minera Gaby S.A. ,,,,***CL120-121,tmt,,,,"Gabriela Mistral Mine and SX-EW plant, Sierra Gorda, Antofagasta (Region II)",,,,Chile,SX-EW Plant,Minera Gaby S.A. ,-68.7838,Copper,632,-68.7838,660,Gabriela Mistral SX-EW plant,,Active,170,170,Copper,,,,CL121,,Antofagasta,,,,,,,,Copper,,,,,,,,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-37.4167,,-37.4167,E,CL,,Biobío,164,,,Vidrios Lirquén S.A.,Glass plant at Lirquen,,,,,,tmt,Vidrios Lirquén S.A.,,,,***CL164-165,tmt,,,,"Mine and glass plant at Lirquen, Biobío (Region VIII)",,,,Chile,Processing Plant,Vidrios Lirquén S.A.,-73.2477,Silica,633,-73.2477,719,Glass plant at Lirquen,,Active,80,80,Silica,,,,CL164,,Biobío,,,,,,,,Silica (quartz),,,,,,,,Vidrios Lirquén S.A.,P,Silica,1
,,Fuel,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2015,-52.6225,,-52.6225,E,CL,,Magallanes y de la Antártica Chilena,12,,,"Government, 100%",Gregorio refineries,,,,,,t42-gb,Empresa Nacional del Petróleo (ENAP),,,,***CL10-12,t42-gb,,,,"Aconcagua, Bio Bio, and Gregorio refineries",,,,Chile,Refinery,Empresa Nacional del Petróleo (ENAP),-70.2015,Petroleum,634,-70.2015,523,Gregorio refineries,,Active,"90,000","90,000",Petroleum,,,,CL12,,Magallanes y de la Antártica Chilena,,,,,,,,Refinery products,,,,,,,,"Government, 100%",OR,Petroleum,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-41.5338,,-41.5338,E,CL,,Los Lagos,126,,,"Inversiones Brescia S.A., 99.24%, and other private, 0.76%",Grinding plant at Puerto Montt,,,,,,tmt,Melón S.A. ,,,,***CL126-127,tmt,,,,"La Calera plant, Valparaíso (Region V), and grinding plant at Puerto Montt, Los Lagos (Region X)",,,,Chile,Grinding Plant,Melón S.A. ,-73.1301,Cement,635,-73.1301,"665, 1727",Grinding plant at Puerto Montt,,Active,"1,800","1,800",Cement,,,,CL126,,Los Lagos,,,,,,,,Cement,,,,,,,,"Inversiones Brescia S.A., 99.24%, and other private, 0.76%",P,Cement,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.5972,,-33.5972,E,CL,,Valparaíso,122,,,"Private, 100%",Grinding plant at San Antonio,,,,,,tmt,Cementos Bío Bío S.A. ,,,,,tmt,,,,"Grinding plant at San Antonio, Valparaíso (Region V)",,,,Chile,Grinding Plant,Cementos Bío Bío S.A. ,-71.5881,Cement,636,-71.5881,661,Grinding plant at San Antonio,,Active,300,300,Cement,,,,CL122,,Valparaíso,,,,,,,,Cement,,,,,,,,"Private, 100%",P,Cement,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-27.4198,,-27.4198,E,CL,,Atacama,124,,,"Government, 100%",Hernán Videla Lira smelter,,,,,,tmt,Empresa Nacional de Minería (ENAMI),,,,,tmt,,,,"Hernán Videla Lira smelter, Paipote, Atacama (Region III)",,,,Chile,Smelter,Empresa Nacional de Minería (ENAMI),-70.2577,Sulfuric Acid,637,-70.2577,"663, 1871",Hernán Videla Lira smelter,,Active,290,290,Sulfuric acid,,,,CL124,,Atacama,,,,,,,,Sulfuric acid,,,,,,,,"Government, 100%",P,Sulfuric acid,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-27.4198,,-27.4198,E,CL,,Atacama,123,,,"Government, 100%",Hernán Videla Lira smelter (anodes and blister),,,,,,tmt,Empresa Nacional de Minería (ENAMI),,,,,tmt,,,,"Hernán Videla Lira smelter (anodes and blister), Paipote, Atacama(Region III)",,,,Chile,Smelter,Empresa Nacional de Minería (ENAMI),-70.2577,Copper,638,-70.2577,"662, 1870",Hernán Videla Lira smelter (anodes and blister),,Active,340,340,Copper,,,,CL123,,Atacama,,,,,,,,Copper,,,,,,,,"Government, 100%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-28.2907,,-28.2907,E,CL,,Atacama,71,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",Huasco concentration plant,,,,,,tmt,Compañía Minera del Pacífico S.A. (CMP),,,,***CL63-74,tmt,,,,"Cristales and El Algarrobo Mines, El Algarrobito and Huasco concentration plants, Huasco pellets plant, and Los Colorados Mine and concentration plant, Atacama (Region III); El Romeral and El Tofo Mines, and El Romeral concentration and pellet-feed plants, Coquimbo (Region IV); and El Laco concentration plant, Antofagasta (Region II)",,,,Chile,Concentrator,Compañía Minera del Pacífico S.A. (CMP),-70.8125,Iron,640,-70.8125,595,Huasco concentration plant,,Active,"1,300","1,300",Iron and steel,,,,CL71,,Atacama,,,,,,,,Iron ore (Fe content),,,,,,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",P,Iron and steel,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-28.4808,,-28.4808,E,CL,,Atacama,72,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",Huasco pellet plant,,,,,,tmt,Compañía Minera del Pacífico S.A. (CMP),,,,***CL63-74,tmt,,,,"Cristales and El Algarrobo Mines, El Algarrobito and Huasco concentration plants, Huasco pellets plant, and Los Colorados Mine and concentration plant, Atacama (Region III); El Romeral and El Tofo Mines, and El Romeral concentration and pellet-feed plants, Coquimbo (Region IV); and El Laco concentration plant, Antofagasta (Region II)",,,,Chile,Pellet Plant,Compañía Minera del Pacífico S.A. (CMP),-71.2485,Iron,641,-71.2485,596,Huasco pellet plant,,Active,"1,300","1,300",Iron and steel,,,,CL72,,Atacama,,,,,,,,Iron ore (Fe content),,,,,,,,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",P,Iron and steel,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.9622,,-20.9622,E,CL,,Tarapacá,215,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Iris Plant,,,,,,mt,SQM Químicos S.A. ,,,,***CL214-220,mt,,,,"Nueva Victoria Mine and plant and Iris plant, Tarapacá (Region I); El Toco Mine and María Elena plant; and Pampa Blanca and Pedro de Valdivia Mines and plants, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Químicos S.A. ,-69.6625,Iodine,643,-69.6625,782,Iris Plant,,Active,"13,300","13,300",Iodine,,,,CL215,,Tarapacá,,,,,,,,Iodine,,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Iodine,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-25.3963,,-25.3963,E,CL,,Antofagasta,59,,,"Government, 100%",José Antonio Moreno,,,,,,tmt,Empresa Nacional de Minería (ENAMI),,,,***CL59-62,tmt,,,,"Concentration plants: Manuel Antonio Matta, Paipote; Osvaldo Martínez, El Salado; and Vallenar, Atacama (Region III); and José Antonio Moreno, Taltal, Antofagasta (Region II)",,,,Chile,Processing Plant,Empresa Nacional de Minería (ENAMI),-70.4742,Copper,645,-70.4742,"583, 1860",José Antonio Moreno,,Active,180,180,Copper,,,,CL59,,Antofagasta,,,,,,,,Copper,,,,,,,,"Government, 100%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-25.3963,,-25.3963,E,CL,,Antofagasta,152,,Y,"Government, 100%",José Antonio Moreno plant,,,,,,kg,Empresa Nacional de Minería (ENAMI),,,,***CL152-155,kg,,,,"Manuel Antonio Matta plant, Paipote; Osvaldo Martínez plant, El Salado; and Vallenar plant, Atacama (Region III); and José Antonio Moreno plant, Taltal, Antofagasta (Region II)",,,,Chile,Processing Plant,Empresa Nacional de Minería (ENAMI),-70.4742,Gold,646,-70.4742,"707, 1861",José Antonio Moreno plant,,Active,400,400,Gold,,,,CL152,,Antofagasta,,,,,,,,Gold,,,,,,,,"Government, 100%",P,Gold,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-25.3963,,-25.3963,E,CL,,Antofagasta,152,,Y,"Government, 100%",José Antonio Moreno plant,,,,,,kg,Empresa Nacional de Minería (ENAMI),,,,***CL156-159,kg,,,,"Manuel Antonio Matta plant, Paipote; Osvaldo Martínez plant, El Salado; Vallenar plant, Atacama (Region III); and José Antonio Moreno plant, Taltal, Antofagasta (Region II)",,,,Chile,Processing Plant,Empresa Nacional de Minería (ENAMI),-70.4742,Silver,647,-70.4742,"711, 1862",José Antonio Moreno plant,,Active,"6,000","6,000",Silver,,,,CL152,,Antofagasta,,,,,,,,Silver,,,,,,,,"Government, 100%",P,Silver,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-32.7901,,-32.7901,E,CL,,Valparaíso,127,,,"Inversiones Brescia S.A., 99.24%, and other private, 0.76%",La Calera plant,,,,,,tmt,Melón S.A. ,,,,***CL126-127,tmt,,,,"La Calera plant, Valparaíso (Region V), and grinding plant at Puerto Montt, Los Lagos (Region X)",,,,Chile,Processing Plant,Melón S.A. ,-71.1973,Cement,648,-71.1973,666,La Calera plant,,Active,"1,800","1,800",Cement,,,,CL127,,Valparaíso,,,,,,,,Cement,,,,,,,,"Inversiones Brescia S.A., 99.24%, and other private, 0.76%",P,Cement,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.1873,,-20.1873,E,CL,,Tarapacá,296,,,"Haldeman Mining Company S.A., 100%",La Cascada SX-EW plant,,,,,,,Haldeman Mining Company S.A. ,,,,,,,,,"Quebrada Sagasca open pit mine and La Cascada SX-EW plant, 110 km east of Iquiuqe, Tarapacá (Region I)",,,,Chile,SX-EW Plant,Haldeman Mining Company S.A. ,-69.3329,Copper,649,-69.3329,"875, 1699",La Cascada SX-EW plant,,Active,,,Copper,,,,CL296,,Tarapacá,,,,,,,,Copper,,,,,,,,"Haldeman Mining Company S.A., 100%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-32.7618,,-32.7618,E,CL,,Valparaíso,313,,Y,"Government, 100%",Las Ventanas refinery and smelter,,,,,,tmt,Corporación Nacional del Cobre (CODELCO),,,,,tmt,,,,"Las Ventanas refinery and smelter, Valparaíso (Region V)",,,,Chile,Smelter,Corporación Nacional del Cobre (CODELCO),-71.4812,Copper,660,-71.4812,890,Las Ventanas refinery and smelter,,Active,402,402,Copper,,,,CL313,,Valparaíso,,,,,,,,Copper,,,,,,,,"Government, 100%",P,Copper,1
