Lithium_Resource,ID_ATLAS_FAENA,COMMTYPE,COMMENTS,MULTI_PROD,OrdReg,MODELO_DEPOSITO,FRANJA_METALOGENICA,ECAP,Nitrate_Reserve,Cobalt_Resource,SISTEMA_MINERAL,Potassium_Reserve,COMB_CRIT_COD,SOURCE,ESTADO_DEPOSITO,CRITICO_4,NOMBRE_DEPOSITO,Potassium_Resource,Molybdenum_Reserve,YEAR,LATITUD,Silver_Resource,DDLAT,LOCACC,ISO_CC,Molybdenum_Resource,REGION,FACID_NUM,Nitrate_Resource,MULTI_COMM,OWNER,LOCNAME,Manganese_Resource,Zinc_Reserve,Titanium_Resource,OrdFranj,Boron_Reserve,UNITS,OPERATOR_NAME,Silver_Reserve,Copper_Reserve,Rare Earths_Resource,COMBOCAP,CAPACITY_UNITS,OTROS_NOMBRES,ID,CRITICO_2,LOCDESC,Iron_Resource,VALOR_DATO,CRITICO_3,COUNTRY,FACILITY_TYPE,OPERATOR,DDLONG,PRIMARY_COMMODITY,ROWID,LONGITUD,SOURCEID,FACILITY_NAME,OTROS_CRITICOS,STATUS,CAPACITY,ANNCAP,COMMODITY,Lithium_Reserve,Copper_Resource,Boron_Resource,FACID,Gold_Reserve,ADM1,Iodine_Resource,COMUNA,ELEVACION,Gold_Resource,CRITICO_1,Iron_Reserve,COMBINACION_CRITICO,MIN_PROD,OBJECTID,ID_SIA_YACIMIENTO,PROVINCIA,Iodine_Reserve,Zinc_Resource,GRUPO_MODELO,REFERENCIA,OWNER_NAME,FACTYPE,ALL_COMMODITIES_RAW,N_COMMODITIES
,,,,,3,Salar de Li-K-B±Cs-Sr,Pleistoceno,,,,Salmueras residuales,,MIN_13,Sernageomin_2025,Prospecto/Proyecto,,Salar Punta Negra,,,,-24.529999999999973,,,,,,Antofagasta,,,,,,,,,13,,,,,,,,,,266,,,,Sin información,,,Prospect/Project,,,Boron,,-68.92999999999995,,Salar Punta Negra,,Prospect/Project,,,,,,,,,,,Antofagasta,,,Boro,,Boro,,266,,Antofagasta,,,Salar de Li-K-B±Cs-Sr,,,,Boro,1
,,,,,1,Salar de Li-K-B±Cs-Sr,Pleistoceno,,,,Salmueras residuales,,MIN_13,Sernageomin_2025,Prospecto/Proyecto,,Salar Surire,,,,-18.819999999999936,,,,,,Arica y Parinacota,,,,,,,,,13,1727154.0,,,,,,,,,267,,,,Actualizado,,,Prospect/Project,,,Boron,,-69.04999999999995,,Salar Surire,,Prospect/Project,,,,,,5451403.0,,,,,Putre,,,Boro,,Boro,,267,,Parinacota,,,Salar de Li-K-B±Cs-Sr,https://www.sernageomin.cl/planes-de-cierre/,,,Boro,1
,,Fuel,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2015,-32.9286,,-32.9286,E,CL,,Valparaíso,10,,,"Government, 100%",Aconcagua refineries,,,,,,t42-gb,Empresa Nacional del Petróleo (ENAP),,,,***CL10-12,t42-gb,,,,"Aconcagua, Bio Bio, and Gregorio refineries",,,,Chile,Refinery,Empresa Nacional del Petróleo (ENAP),-71.4994,Petroleum,507,-71.4994,521,Aconcagua refineries,,Active,"90,000","90,000",Petroleum,,,,CL10,,Valparaíso,,,,,,,,Refinery products,,,,,,,,"Government, 100%",OR,Petroleum,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-21.9859,,-21.9859,E,CL,,Antofagasta,76,,,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",Al Elbra SX-EW plant,,,,,,tmt,Sociedad Contractual Minera El Abra ,,,,***CL76-77,tmt,,,,"El Abra Mine and SX-EW plant, near Calama, Antofagasta (Region II)",,,,Chile,SX-EW Plant,Sociedad Contractual Minera El Abra ,-68.6886,Copper,508,-68.6886,"601, 1599",Al Elbra SX-EW plant,,Active,225,225,Copper,,,,CL76,,Antofagasta,,,,,,,,Copper,,,,,,,,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.8247,,-23.8247,E,CL,,Antofagasta,13,,Y,Glencore Copper Chile S.A. ,Altonorte smelter,,,,,,tmt,Glencore Copper Chile S.A. ,,,,,tmt,,,,"Altonorte smelter, La Negra, Antofagasta (Region II)",,,,Chile,Smelter,Glencore Copper Chile S.A. ,-70.3178,Copper,509,-70.3178,524,Altonorte smelter,,Active,300,300,Copper,,,,CL13,,Antofagasta,,,,,,,,Anodes and blister (Cu content),,,,,,,,Glencore Copper Chile S.A. ,P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.8247,,-23.8247,E,CL,,Antofagasta,13,,Y,Glencore Copper Chile S.A. ,Altonorte smelter,,,,,,tmt,Glencore Copper Chile S.A. ,,,,,tmt,,,,"Altonorte smelter, La Negra, Antofagasta (Region II)",,,,Chile,Smelter,Glencore Copper Chile S.A. ,-70.3178,Sulfuric Acid,510,-70.3178,525,Altonorte smelter,,Active,900,900,Sulfuric acid,,,,CL13,,Antofagasta,,,,,,,,Sulfuric acid,,,,,,,,Glencore Copper Chile S.A. ,P,Sulfuric acid,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.6298,,-22.6298,E,CL,,Antofagasta,320,,Y,"Antofagasta plc, 70%, Marubeni Corp., 30%",Antucoya SX-EW plant,,,,,,,Antofagasta plc,,,,,,,,,Antucoya Mine and SX-EW plant,,,,Chile,SX-EW Plant,Antofagasta plc,-69.8832,Copper,515,-69.8832,2000,Antucoya SX-EW plant,,Active,,,Copper,,,,CL320,,Antofagasta,,,,,,,,Copper,,,,,,,,"Antofagasta plc, 70%, Marubeni Corp., 30%",P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-27.0923,,-27.0923,E,CL,,Coquimbo,208,,,"TEHMCORP S.A., 100%",Bahia Inglesa plant at Caldera,,,,,,tmt,Compañía Minera de Fosfatos Naturales Ltda. (Bifox Ltda.),,,,***CL208-209,tmt,,,,"Mines at and around Bahia Inglesa; Osorno plant near Bahia Inglesa, Atacama (Region III); and Bahia Inglesa plant at Caldera, Coquimbo (Region IV)",,,,Chile,Processing Plant,Compañía Minera de Fosfatos Naturales Ltda. (Bifox Ltda.),-70.799,Phosphate,516,-70.799,774,Bahia Inglesa plant at Caldera,,Active,45,45,Phosphatic materials,,,,CL208,,Coquimbo,,,,,,,,Phosphorite,,,,,,,,"TEHMCORP S.A., 100%",P,Phosphatic materials,1
,,Fuel,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2015,-36.7789,,-36.7789,E,CL,,Biobío,11,,,"Government, 100%",Bio Bio refineries,,,,,,t42-gb,Empresa Nacional del Petróleo (ENAP),,,,***CL10-12,t42-gb,,,,"Aconcagua, Bio Bio, and Gregorio refineries",,,,Chile,Refinery,Empresa Nacional del Petróleo (ENAP),-73.1205,Petroleum,519,-73.1205,522,Bio Bio refineries,,Active,"90,000","90,000",Petroleum,,,,CL11,,Biobío,,,,,,,,Refinery products,,,,,,,,"Government, 100%",OR,Petroleum,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-27.5734,,-27.5734,E,CL,,Atacama,330,,,Sociedad Punta del Cobre S.A (Pucobre) (100%),Biocobre refinery,,,,,,,Sociedad Punta del Cobre S.A (Pucobre),,,,,,,,,Biocobre refinery,,,,Chile,Refinery,Sociedad Punta del Cobre S.A (Pucobre),-70.2484,Copper,520,-70.2484,2000,Biocobre refinery,,Active,,,Copper,,,,CL330,,Atacama,,,,,,,,Copper,,,,,,,,Sociedad Punta del Cobre S.A (Pucobre) (100%),P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-18.4414,,-18.4414,E,CL,,Arica y Parinacota,311,,,"Private, Chile-based investors, 100%",Boric acid and agrochemical plants,,,,,,tmt,Química Industrial del Bórax Ltda. ,,,,***CL311-312,tmt,,,,"Ulexite mine at Salar del Surire, and boric acid and agrochemical plants near Arica, Arica y Parinacota (Region XV)",,,,Chile,Processing Plant,Química Industrial del Bórax Ltda. ,-69.879,Boron,521,-69.879,888,Boric acid and agrochemical plants,,Active,550,550,Boron,,,,CL311,,Arica y Parinacota,,,,,,,,Boron compounds (B2O3 content),,,,,,,,"Private, Chile-based investors, 100%",P,Boron,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.6427,,-23.6427,E,CL,,Antofagasta,195,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Boric acid plant at Antofagasta,,,,,,tmt,S.Q.M. Salar S.A. ,,,,***CL195-196,tmt,,,,"Mine brines of Atacama Salar, and boric acid plant at Antofagasta, Region II",,,,Chile,Processing Plant,S.Q.M. Salar S.A. ,-70.2567,Boron,522,-70.2567,754,Boric acid plant at Antofagasta,,Active,200,200,Boron,,,,CL195,,Antofagasta,,,,,,,,Boron compounds (B2O3 content),,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Boron,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.1046,,-34.1046,E,CL,,Libertador General Bernardo O'Higgins,25,,,"Government, 100%",Caletones plant,,,,,,tmt,Corporación Nacional del Cobre (CODELCO),,,,,tmt,,,,"Caletones plant, Libertador General Bernardo O'Higgins (Region VI)",,,,Chile,Processing Plant,Corporación Nacional del Cobre (CODELCO),-70.4505,Sulfuric Acid,523,-70.4505,"540, 1854",Caletones plant,,Active,"1,000","1,000",Sulfuric acid,,,,CL25,,Libertador General Bernardo O'Higgins,,,,,,,,Sulfuric acid,,,,,,,,"Government, 100%",P,Sulfuric acid,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-34.1046,,-34.1046,E,CL,,Libertador General Bernardo O'Higgins,94,,,"Government, 100%","Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",,,,,,tmt,Corporación Nacional del Cobre (CODELCO),,,,***CL94-95,tmt,,,,"El Teniente Division and Mine, and Caletones smelter (anodes) and refinery (fire-refined ingots), Libertador General Bernardo O'Higgins (Region VI)",,,,Chile,Smelter,Corporación Nacional del Cobre (CODELCO),-70.4505,Copper,524,-70.4505,"620, 1855","Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",,Active,430,430,Copper,,,,CL94,,Libertador General Bernardo O'Higgins,,,,,,,,Copper,,,,,,,,"Government, 100%",P,Copper,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.9275,,-22.9275,E,CL,,Antofagasta,31,,,"Antofagasta plc, 70%, and Marubeni Corp., 30%",Centinela oxide and sulfide plant,,,,,,tmt,Antofagasta plc,,,,,tmt,,,,"Centinela oxide and sulfide mines and plant, Antofagasta (Region II)",,,,Chile,Processing Plant,Antofagasta plc,-69.0965,Copper,533,-69.0965,"548, 1627",Centinela oxide and sulfide plant,,Active,300,300,Copper,,,,CL31,,Antofagasta,,,,,,,,Copper,,,,,,,,"Antofagasta plc, 70%, and Marubeni Corp., 30%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-46.5463,,-46.5463,E,CL,,Aysén,32,,,"Mandalay Resources Corp., 100%",Cerro Bayo concentration plant,,,,,,kg,Compañía Minera Cerro Bayo Ltda. ,,,,***CL32-33,kg,,,,"Cerro Bayo Mine and concentration plant, Aysén (Region XI)",,,,Chile,Concentrator,Compañía Minera Cerro Bayo Ltda. ,-71.9995,Gold,534,-71.9995,549,Cerro Bayo concentration plant,,Active,950,950,Gold,,,,CL32,,Aysén,,,,,,,,Gold,,,,,,,,"Mandalay Resources Corp., 100%",P,Gold,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-33.1505,,-33.1505,E,CL,,Santiago,35,,,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",Cerro Blanco plant,,,,,,,Cemento Polpaico S.A. ,,,,,,,,,"Cerro Blanco plant, Santiago Metropolitan Region",,,,Chile,Processing Plant,Cemento Polpaico S.A. ,-70.8318,Cement,537,-70.8318,553,Cerro Blanco plant,,Active,"1,600","1,600",Cement,,,,CL35,,Santiago,,,,,,,,Cement,,,,,,,,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",P,Cement,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.0624,,-20.0624,E,CL,,Tarapacá,39,,,"BHP Billiton plc, 100%",Cerro Colorado SX-EW plant,,,,,,tmt,Compañía Minera Cerro Colorado ,,,,***CL38-39,tmt,,,,"Cerro Colorado Mine and SX-EW plant, Tarapacá (Region I)",,,,Chile,SX-EW Plant,Compañía Minera Cerro Colorado ,-69.2663,Copper,539,-69.2663,"557, 1636",Cerro Colorado SX-EW plant,,Active,120,120,Copper,,,,CL39,,Tarapacá,,,,,,,,Copper,,,,,,,,"BHP Billiton plc, 100%",P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-32.804,,-32.804,E,CL,,Valparaíso,41,,,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",Chagres smelter,,,,,,tmt,Anglo American Sur S.A. ,,,,,tmt,,,,"Chagres smelter, Valparaíso (Region V)",,,,Chile,Smelter,Anglo American Sur S.A. ,-70.9561,Sulfuric Acid,541,-70.9561,560,Chagres smelter,,Active,500,500,Sulfuric acid,,,,CL41,,Valparaíso,,,,,,,,Sulfuric acid,,,,,,,,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",P,Sulfuric acid,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-32.8047,,-32.8047,E,CL,,Valparaíso,40,,,"Government, 100%",Chagres smelter (anodes and blister),,,,,,tmt,Empresa Nacional de Minería (ENAMI),,,,,tmt,,,,"Chagres smelter (anodes and blister), Valparaíso (Region V)",,,,Chile,Smelter,Empresa Nacional de Minería (ENAMI),-70.9554,Copper,542,-70.9554,558,Chagres smelter (anodes and blister),,Active,175,175,Copper,,,,CL40,,Valparaíso,,,,,,,,Anodes and blister (Cu content),,,,,,,,"Government, 100%",P,Copper,1
,,Industrial,,Y,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.7593,,-23.7593,E,CL,,Antofagasta,44,,,"Rockwood Holdings Inc., 100%",Chemetall Foote plant,,,,,,mt,Rockwood Lithium Ltda. ,,,,,mt,,,,"Chemetall Foote plant at La Negra, near Antofagasta City, Antofagasta (Region II)",,,,Chile,Processing Plant,Rockwood Lithium Ltda. ,-70.3112,Lithium,543,-70.3112,563,Chemetall Foote plant,,Active,"26,000","26,000",Lithium,,,,CL44,,Antofagasta,,,,,,,,Lithium carbonate,,,,,,,,"Rockwood Holdings Inc., 100%",B,Lithium,1
,,Industrial,,Y,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.7593,,-23.7593,E,CL,,Antofagasta,44,,,"Rockwood Holdings Inc., 100%",Chemetall Foote plant,,,,,,mt,Rockwood Lithium Ltda. ,,,,,mt,,,,"Chemetall Foote plant at La Negra, near Antofagasta City, Antofagasta (Region II)",,,,Chile,Processing Plant,Rockwood Lithium Ltda. ,-70.3112,Lithium,544,-70.3112,564,Chemetall Foote plant,,Active,"6,000","6,000",Lithium,,,,CL44,,Antofagasta,,,,,,,,Lithium chloride,,,,,,,,"Rockwood Holdings Inc., 100%",B,Lithium,1
,,Industrial,,Y,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.7593,,-23.7593,E,CL,,Antofagasta,44,,,"Rockwood Holdings Inc., 100%",Chemetall Foote plant,,,,,,mt,Rockwood Lithium Ltda. ,,,,,mt,,,,"Chemetall Foote plant at La Negra, near Antofagasta City, Antofagasta (Region II)",,,,Chile,Processing Plant,Rockwood Lithium Ltda. ,-70.3112,Lithium,545,-70.3112,565,Chemetall Foote plant,,Active,"6,000","6,000",Lithium,,,,CL44,,Antofagasta,,,,,,,,Lithium hydroxide,,,,,,,,"Rockwood Holdings Inc., 100%",B,Lithium,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-23.7593,,-23.7593,E,CL,,Antofagasta,42,,,"Rockwood Holdings Inc., 100%",Chemetall Foote plant at La Negra,,,,,,tmt,Rockwood Lithium Ltda. ,,,,***CL42-43,tmt,,,,"Chemetall Foote plant at La Negra, Antofagasta (Region II); and Salar de Atacama, Atacama (Region III)",,,,Chile,Processing Plant,Rockwood Lithium Ltda. ,-70.3112,Potash,546,-70.3112,561,Chemetall Foote plant at La Negra,,Active,50,50,Potash,,,,CL42,,Antofagasta,,,,,,,,Potash (KCl and K2SO4) [K2O content],,,,,,,,"Rockwood Holdings Inc., 100%",P,Potash,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.3013,,-22.3013,E,CL,,Antofagasta,247,,,"Codelco Technologies Ltd., 100%",Chuquicamata Division,,,,,,tmt,EcoMetales Ltd. ,,,,,tmt,,,,"Plant to remove the arsenic and antimony contained in smelting residues from the Chuquicamata Division, Antofagasta (Region II)",,,,Chile,Processing Plant,EcoMetales Ltd. ,-68.8404,Arsenic,548,-68.8404,820,Chuquicamata Division,,Active,10,10,Arsenic,,,,CL247,,Antofagasta,,,,,,,,Arsenic (stabilized as nonhazardous waste),,,,,,,,"Codelco Technologies Ltd., 100%",P,Arsenic,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.3013,,-22.3013,E,CL,,Antofagasta,246,,,"Codelco Technologies Ltd., 100%",Chuquicamata Mine (plant to acid-leach fine copper),,,,,,tmt,EcoMetales Ltd. ,,,,,tmt,,,,"Plant to acid-leach fine copper at Chuquicamata Mine, produced by the Antofagasta (Region II) (from residual material Chuquicamata and El Teniente Divisions)",,,,Chile,Processing Plant,EcoMetales Ltd. ,-68.8404,Copper,552,-68.8404,819,Chuquicamata Mine (plant to acid-leach fine copper),,Active,25,25,Copper,,,,CL246,,Antofagasta,,,,,,,,Copper,,,,,,,,"Codelco Technologies Ltd., 100%",P,Copper,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.3137,,-22.3137,E,CL,,Antofagasta,51,,,"Government, 100%",Chuquicamata plant,,,,,,tmt,Corporación Nacional del Cobre (CODELCO),,,,,tmt,,,,"Chuquicamata plant, Antofagasta (Region II)",,,,Chile,Processing Plant,Corporación Nacional del Cobre (CODELCO),-68.8895,Sulfuric Acid,554,-68.8895,572,Chuquicamata plant,,Active,500,500,Sulfuric acid,,,,CL51,,Antofagasta,,,,,,,,Sulfuric acid,,,,,,,,"Government, 100%",P,Sulfuric acid,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.3137,,-22.3137,E,CL,,Antofagasta,49,,,"Government, 100%",Chuquicamata SX-EW plant (oxide) and smelter,,,,,,tmt,Corporación Nacional del Cobre (CODELCO),,,,***CL48-50,tmt,,,,"Chuquicamata Division, including Chuquicamata and Mina Sur Mines; Chuquicamata SX-EW plant (oxide), smelter, and refinery (oxide and sulfide), Antofagasta (Region II)",,,,Chile,Smelter,Corporación Nacional del Cobre (CODELCO),-68.8895,Copper,555,-68.8895,570,Chuquicamata SX-EW plant (oxide) and smelter,,Active,450,450,Copper,,,,CL49,,Antofagasta,,,,,,,,Copper,,,,,,,,"Government, 100%",P,Copper,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.9761,,-20.9761,E,CL,,Tarapacá,56,,Y,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Collahuasi plants,,,,,,,Compañía Minera Doña Inés de Collahuasi SCM ,,,,,,,,,"Collahuasi Mine and plants, Tarapacá (Region I)",,,,Chile,Processing Plant,Compañía Minera Doña Inés de Collahuasi SCM ,-68.6272,Gold,561,-68.6272,578,Collahuasi plants,,Active,,,Gold,,,,CL56,,Tarapacá,,,,,,,,Gold,,,,,,,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",P,Gold,1
,,Metal,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.9761,,-20.9761,E,CL,,Tarapacá,56,,Y,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Collahuasi plants,,,,,,kg,Compañía Minera Doña Inés de Collahuasi SCM ,,,,***CL55-56,kg,,,,"Collahuasi Mine and plants, Tarapacá (Region I)",,,,Chile,Processing Plant,Compañía Minera Doña Inés de Collahuasi SCM ,-68.6272,Silver,562,-68.6272,579,Collahuasi plants,,Active,"60,000","60,000",Silver,,,,CL56,,Tarapacá,,,,,,,,Silver,,,,,,,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",P,Silver,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-20.9779,,-20.9779,E,CL,,Tarapacá,58,,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Collahuasi SX-EW plant,,,,,,tmt,Compañía Minera Doña Inés de Collahuasi SCM ,,,,***CL57-58,tmt,,,,"Collahuasi open pit mine, concentration plant, and SX-EW plant, at Ujina, Tarapacá (Region I)",,,,Chile,SX-EW Plant,Compañía Minera Doña Inés de Collahuasi SCM ,-68.6315,Copper,563,-68.6315,582,Collahuasi SX-EW plant,,Active,400,400,Copper,,,,CL58,,Tarapacá,,,,,,,,Copper,,,,,,,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",P,Copper,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-46.5463,,-46.5463,E,CL,,Aysén,34,,,"Mandalay Resources Corp., 100%",Concentration plant,,,,,,kg,Compañía Minera Cerro Bayo Ltda. ,,,,***CL33-34,kg,,,,"Cerro Bayo Mine and concentration plant, Aysén (Region XI)",,,,Chile,Concentrator,Compañía Minera Cerro Bayo Ltda. ,-71.9995,Silver,564,-71.9995,552,Concentration plant,,Active,"110,000","110,000",Silver,,,,CL34,,Aysén,,,,,,,,Silver,,,,,,,,"Mandalay Resources Corp., 100%",P,Silver,1
,,Industrial,,,,,,,,,,,,USGS_MINFAC_2017,,,,,,2014,-36.9783,,-36.9783,E,CL,,Biobío,36,,,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",Coronel grinding plant,,,,,,,Cemento Polpaico S.A. ,,,,,,,,,"Coronel plant, Biobío (Region VIII)",,,,Chile,Grinding Plant,Cemento Polpaico S.A. ,-73.1745,Cement,565,-73.1745,554,Coronel grinding plant,,Active,800,800,Cement,,,,CL36,,Biobío,,,,,,,,Cement,,,,,,,,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",P,Cement,1
,,Industrial,,Y,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2013,-22.3962,,-22.3962,E,CL,,Antofagasta,100,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Coya Sur plant,,,,,,tmt,SQM Nitratos S.A. ,,,,***CL100-104,tmt,,,,"El Toco Mine and Maria Elena plant; Pampa Blanca and Pedro de Valdivia Mines and plants; and Coya Sur plant, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Nitratos S.A. ,-69.6207,Nitrate,566,-69.6207,626,Coya Sur plant,,Active,950,950,Nitrates,,,,CL100,,Antofagasta,,,,,,,,Potassium nitrate,,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Nitrates,1
,,Industrial,,Y,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2013,-22.3962,,-22.3962,E,CL,,Antofagasta,100,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Coya Sur plant,,,,,,tmt,SQM Nitratos S.A. ,,,,***CL100-104,tmt,,,,"El Toco Mine and Maria Elena plant; Pampa Blanca and Pedro de Valdivia Mines and plants; and Coya Sur plant, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Nitratos S.A. ,-69.6207,Nitrate,567,-69.6207,627,Coya Sur plant,,Active,770,770,Nitrates,,,,CL100,,Antofagasta,,,,,,,,Sodium nitrate,,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Nitrates,1
,,Industrial,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-22.3962,,-22.3962,E,CL,,Antofagasta,221,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Coya Sur plant,,,,,,mt,SQM Químicos S.A. ,,,,***CL221-223,mt,,,,"Nueva Victoria Mine, Tarapacá (Region I), and Maria Elena Mine and Coya Sur plant, Antofagasta (Region II)",,,,Chile,Processing Plant,SQM Químicos S.A. ,-69.6207,Sodium Sulfate,568,-69.6207,788,Coya Sur plant,,Active,"80,000","80,000",Sodium sulfate,,,,CL221,,Antofagasta,,,,,,,,Sodium sulfate,,,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",P,Sodium sulfate,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-45.0341,,-45.0341,E,CL,,Aysén,107,,Y,"Nyrstar NV, 100%",Doña Rosa concentration plant,,,,,,kg,Sociedad Contractual Minera El Toqui Ltda. ,,,,***CL107-108,kg,,,,"El Toqui Mine and Doña Rosa concentration plant, Aysén (Region XI), 120 kilometers north of Coyhaique",,,,Chile,Concentrator,Sociedad Contractual Minera El Toqui Ltda. ,-71.9341,Gold,572,-71.9341,638,Doña Rosa concentration plant,,Active,"1,600","1,600",Gold,,,,CL107,,Aysén,,,,,,,,Gold,,,,,,,,"Nyrstar NV, 100%",P,Gold,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-45.0341,,-45.0341,E,CL,,Aysén,107,,Y,"Nyrstar NV, 100%",Doña Rosa concentration plant,,,,,,mt,Sociedad Contractual Minera El Toqui Ltda. ,,,,***CL107-108,mt,,,,"El Toqui Mine and Doña Rosa concentration plant, Aysén (Region XI), 120 kilometers north of Coyhaique",,,,Chile,Concentrator,Sociedad Contractual Minera El Toqui Ltda. ,-71.9341,Lead,573,-71.9341,639,Doña Rosa concentration plant,,Active,"3,000","3,000",Lead,,,,CL107,,Aysén,,,,,,,,Lead (mine output),,,,,,,,"Nyrstar NV, 100%",P,Lead,1
,,Metal,,,,,,e,,,,,,USGS_MINFAC_2017,,,,,,2014,-45.0341,,-45.0341,E,CL,,Aysén,107,,Y,"Nyrstar NV, 100%",Doña Rosa concentration plant,,,,,,kg,Sociedad Contractual Minera El Toqui Ltda. ,,,,***CL107-107,kg,,,,"El Toqui Mine and Doña Rosa concentration plant, Aysén (Region XI), 120 kilometers north of Coyhaique",,,,Chile,Concentrator,Sociedad Contractual Minera El Toqui Ltda. ,-71.9341,Silver,574,-71.9341,640,Doña Rosa concentration plant,,Active,"11,000","11,000",Silver,,,,CL107,,Aysén,,,,,,,,Silver,,,,,,,,"Nyrstar NV, 100%",P,Silver,1
