Country Code,Country,ECI_2019,ECI_2030_Ensemble,Total_Change,Annualised_Change,Pct_Change
UKR,Ukraine,0.3250000000000002,0.0634896273438188,-0.2615103726561814,-0.023773670241471034,-80.46473004805577
MLI,Mali,-0.351,-0.6432533902101928,-0.2922533902101928,-0.026568490019108437,-83.26307413395807
SWZ,Eswatini,0.036,-0.26520664107330083,-0.3012066410733008,-0.02738242191575462,-836.6851140925023
COG,"Congo, Rep.",-1.084,-1.43712881359352,-0.35312881359352,-0.03210261941759273,-32.5764588185904
EGY,"Egypt, Arab Rep.",-0.144,-0.5762574012888925,-0.43225740128889245,-0.039296127389899314,-300.17875089506424
NER,Niger,-0.62,-1.0779927819476265,-0.4579927819476265,-0.041635707449784225,-73.86980353993977
IRN,"Iran, Islamic Rep.",0.004,-0.46167714268178806,-0.46567714268178806,-0.04233428569834437,-4656.771426817881
ZMB,Zambia,-0.49,-0.9686870535323681,-0.47868705353236807,-0.04351700486657892,-97.691235414769
KAZ,Kazakhstan,-0.2299999999999999,-0.7652831089908231,-0.5352831089908232,-0.048662100817347564,-232.7317865177493
BHR,Bahrain,0.4920000000000001,-0.07008383292380552,-0.5620838329238056,-0.05109853026580051,-114.24468148857837
KWT,Kuwait,0.4189999999999999,-0.16811788687503917,-0.5871178868750391,-0.05337435335227628,-140.1236006861669
BIH,Bosnia and Herzegovina,0.547,-0.05125380210137331,-0.5982538021013734,-0.05438670928194303,-109.36998210262767
MEX,Mexico,1.0400000000000005,0.20991162633633287,-0.8300883736636676,-0.07546257942396978,-79.81618977535263
SAU,Saudi Arabia,0.6999999999999998,-0.18418933402250762,-0.8841893340225074,-0.08038084854750067,-126.31276200321537
BLR,Belarus,0.803,-0.16261990991346484,-0.9656199099134649,-0.08778362817395136,-120.25154544376898
ZWE,Zimbabwe,-0.921,-2.017660857112335,-1.096660857112335,-0.09969644155566683,-119.07284007734364
