Country Code,Country,ECI_2019,ECI_2030_Ensemble,Total_Change,Annualised_Change,Pct_Change
OMN,Oman,-0.179,-0.23492728820447512,-0.05592728820447512,-0.0050842989276795566,-31.24429508629895
AZE,Azerbaijan,-0.827,-0.8992904203492237,-0.07229042034922373,-0.006571856395383976,-8.741284201840838
IDN,Indonesia,-0.135,-0.21990112885342422,-0.08490112885342421,-0.007718284441220383,-62.889725076610524
ARE,United Arab Emirates,0.333,0.2037851588351927,-0.12921484116480733,-0.011746803742255212,-38.80325560504724
BFA,Burkina Faso,-0.884,-1.0182271135505474,-0.1342271135505474,-0.012202464868231582,-15.184062618840203
AGO,Angola,-1.204,-1.3931075098437897,-0.18910750984378977,-0.017191591803980888,-15.706603807623734
KEN,Kenya,-0.436,-0.6454070130988125,-0.20940701309881254,-0.01903700119080114,-48.02913144468178
GIN,Guinea,-1.386,-1.59667955257177,-0.21067955257177018,-0.019152686597433653,-15.200544918598139
RUS,Russian Federation,0.257,0.0322007123552399,-0.2247992876447601,-0.020436298876796374,-87.47053993959535
COG,"Congo, Rep.",-1.084,-1.3265590014192226,-0.2425590014192225,-0.022050818310838407,-22.37629164383971
TTO,Trinidad and Tobago,0.055,-0.2050867067727082,-0.26008670677270823,-0.023644246070246202,-472.88492140492406
IRN,"Iran, Islamic Rep.",0.0039999999999999,-0.35644564153908165,-0.36044564153908154,-0.03276778559446196,-3604.4564153908154
ZMB,Zambia,-0.49,-0.8881463686757283,-0.3981463686757283,-0.03619512442506621,-81.25436095423026
BHR,Bahrain,0.492,0.061931760908302574,-0.43006823909169745,-0.03909711264469977,-87.4122437178247
NER,Niger,-0.62,-1.060604992235175,-0.440604992235175,-0.04005499929410682,-71.06532132825404
LBY,Libya,-1.425,-1.928549292591286,-0.5035492925912859,-0.04577720841738963,-35.33679246254638
KAZ,Kazakhstan,-0.23,-0.7354873140650999,-0.5054873140651,-0.04595339218773636,-219.77709307178256
EGY,"Egypt, Arab Rep.",-0.144,-0.7145408328545891,-0.5705408328545891,-0.05186734844132628,-396.2089117045758
MYS,Malaysia,1.209,0.5976448906632713,-0.6113551093367288,-0.05557773721242989,-50.56700656217773
MLI,Mali,-0.351,-0.9802033516845216,-0.6292033516845216,-0.05720030469859287,-179.26021415513435
KWT,Kuwait,0.419,-0.2914087328710879,-0.710408732871088,-0.06458261207918982,-169.5486235969184
SAU,Saudi Arabia,0.7,-0.06700219769865276,-0.7670021976986527,-0.06972747251805934,-109.57174252837898
ZWE,Zimbabwe,-0.921,-1.8180048074592359,-0.8970048074592358,-0.08154589158720325,-97.39465879036219
